Scenario,Decision Period,% Resistant Threshold,Change in % Resistant Threshold,# of Cases Tested for Resistance,Objective Function,RNG Seed,DALY,Total Cost,Annual Cost,Total: Received 1st Tx,Total: Received 1st Tx & Symptomatic,Total: Received 1st Tx & Rst to A,Total: Received 1st Tx & Rst to B,Total: Received 1st Tx & Rst to AB,Total: Sucessful 1st-line treatment,Total: Sucessful A or B,Total: Treated with M,"Total: All A, B, M",Averge size: Population size,Averge size: Prevalence,Averge size: Prevalence - Symptomatic,Averge size: Prevalence - Assymptomatic,Averge size: Prevalence - A,Averge size: Prevalence - B,Averge size: Prevalence - AB,Average ratio: Prevalence G,Average ratio: % infection symptomatic,Average ratio: % infection resistant to A,Average ratio: % infection resistant to B,Average ratio: % infection resistant to AB,Average ratio: % Received 1st Tx & Symptomatic,Average ratio: % Received 1st Tx & Rst to A,Average ratio: % Received 1st Tx & Rst to B,Average ratio: % Received 1st Tx & Rst to AB,Average ratio: Annual rate of gonorrhea cases,Average ratio: Effective life of A and B
D:0.3yr| T: 8.76%| I: 1.74%| Obs: 125000.0%,91,0.08764404,0.017388577,1250,-160906901,1150069913,14687981,14027091,280541.82,14687981,10568656,95889,443304,28,14666930,653720,14027091,14680811,4878711.423,133146.7978,6065.677473,126218.6798,895.757033,4042.875,0.263571429,0.027292314,0.045593339,0.007578055,0.031353314,2.46E-06,0.719608177,0.007324958,0.031121605,2.34E-06,0.015053692,0.059041714
D:0.3yr| T: 8.76%| I: 1.74%| Obs: 125000.0%,91,0.08764404,0.017388577,1250,-89520926,736373015,8786275,1658176,33163.52,8786275,6189500,57083,54227,2,8725403,7104577,1658176,8762753,4880447.017,68629.0406,1138.071923,66974.83896,466.3146703,458.6383516,0.027142857,0.014062424,0.016576103,0.005708282,0.007032235,3.36E-07,0.704291862,0.005474459,0.006479318,1.92E-07,0.009001587,0.78254749
D:0.3yr| T: 8.76%| I: 1.74%| Obs: 125000.0%,91,0.08764404,0.017388577,1250,-106580645,876488948,9856548,8015165,160303.3,9856548,6876950,48312,50206,0,9823202,1825280,8015165,9840445,4882435.467,46501.86253,4838.223407,41084.74187,300.9929121,248.4225275,0,0.009525424,0.104034221,0.004651148,0.004110908,0,0.69773374,0.003559685,0.00391719,0,0.010094798,0.129818985
D:0.3yr| T: 8.76%| I: 1.74%| Obs: 125000.0%,91,0.08764404,0.017388577,1250,-117978535,40705119,10811126,9867275,197345.5,10811126,7006886,177159,94818,23,10766754,922897,9867275,10790172,4873274.175,70207.19797,867.7676923,68704.47797,1165.486923,715.7023077,0.153516484,0.014407019,0.01236011,0.016864951,0.010322758,2.25E-06,0.647478327,0.016672362,0.008874541,2.19E-06,0.011092414,0.088207853
D:0.3yr| T: 8.76%| I: 1.74%| Obs: 125000.0%,91,0.08764404,0.017388577,1250,-165251687,1777411718,15290937,12342317,246846.34,15290937,10447095,76396,129490,54,15181773,2896554,12342317,15238871,4877557.356,104827.1377,1127.747912,102801.3776,614.3505495,1241.245659,0.603406593,0.021492505,0.010796667,0.006540114,0.012626069,6.10E-06,0.682987956,0.005571838,0.00911321,3.80E-06,0.015675231,0.211980986
D:0.3yr| T: 8.76%| I: 1.74%| Obs: 125000.0%,91,0.08764404,0.017388577,1250,-117231913,1750264445,10724663,9985283,199705.66,10724663,7508143,62857,100825,3,10693515,728417,9985283,10713700,4879347.209,58019.49973,4053.987527,53335.64648,382.0015934,596.6953297,0.002857143,0.011891095,0.06983819,0.006779431,0.010570588,5.45E-08,0.699679773,0.006000719,0.009705073,2.78E-07,0.010989896,0.068924214
D:0.3yr| T: 8.76%| I: 1.74%| Obs: 125000.0%,91,0.08764404,0.017388577,1250,-81497862,243577281,7666787,4829992,96599.84,7666787,5472897,98142,63667,3641,7571903,2795373,4829992,7625365,4877327.58,66579.75956,1140.902967,64988.53247,1025.134945,584.4399451,33.63774725,0.013650091,0.01707947,0.011046533,0.007825612,0.000462885,0.713774919,0.009210997,0.007390248,0.000434613,0.007859048,0.278414408
D:0.3yr| T: 8.76%| I: 1.74%| Obs: 125000.0%,91,0.08764404,0.017388577,1250,-129767022,1659466738,12200266,7764362,155287.24,12200266,8685156,130068,51316,40,12171976,4424877,7764362,12189239,4878935.245,71641.94396,3373.437308,67551.99577,760.936044,315.2842308,0.236923077,0.014684164,0.047079451,0.01021481,0.00443279,3.23E-06,0.711819774,0.010262218,0.004237115,3.14E-06,0.012503042,0.349110654
D:0.3yr| T: 8.76%| I: 1.74%| Obs: 125000.0%,91,0.08764404,0.017388577,1250,-153838744,259068172,14467418,9164564,183291.28,14467418,10573458,125477,69156,4039,14360396,5255031,9164564,14419595,4879064.192,106701.6098,1313.84544,104538.2148,1358.021868,633.9136813,36.14362637,0.021869117,0.012326952,0.013050769,0.00612454,0.000343696,0.730769263,0.009014776,0.004909979,0.000283019,0.014825751,0.383969838
D:0.3yr| T: 8.76%| I: 1.74%| Obs: 125000.0%,91,0.08764404,0.017388577,1250,-182798321,311343939,16665774,16140581,322811.62,16665774,10725155,23689,137456,0,16644547,516453,16140581,16657034,4880365.101,166958.1888,3069.39044,162910.108,246.3302747,1387.566758,0.00010989,0.034208582,0.018451459,0.002286596,0.010323314,1.67E-09,0.643775273,0.00213685,0.010171867,0,0.017073539,0.049346534
D:0.3yr| T: 8.76%| I: 1.74%| Obs: 125000.0%,91,0.08764404,0.017388577,1250,-153363815,214621422,14100801,12355805,247116.1,14100801,9974489,51014,326731,4833,14055518,1724030,12355805,14079835,4879070.146,63603.89286,1177.162143,61598.58808,378.9112088,1489.882747,21.78945055,0.013036193,0.018517879,0.006340197,0.023785279,0.000362065,0.707046228,0.003913496,0.023484797,0.000364219,0.014450126,0.134492188
D:0.3yr| T: 8.76%| I: 1.74%| Obs: 125000.0%,91,0.08764404,0.017388577,1250,-124626293,1727375071,11477253,9853763,197075.26,11477253,7832145,62965,29106,0,11441836,1606308,9853763,11460071,4877410.871,55800.12819,724.2198352,54401.85692,379.6456593,153.1210989,0,0.011440819,0.012978035,0.005459548,0.002360461,0,0.682516133,0.004441781,0.002185223,0,0.011765903,0.114715733
D:0.3yr| T: 8.76%| I: 1.74%| Obs: 125000.0%,91,0.08764404,0.017388577,1250,-99706271,1176035151,9501013,4696141,93922.82,9501013,6704573,104482,162151,0,9387397,4757986,4696141,9454127,4881285.358,102961.4679,4666.977363,97736.39308,1439.850055,2044.533022,0.000494505,0.021093796,0.045328605,0.012508916,0.01956739,5.73E-09,0.705689249,0.009918599,0.016890387,0,0.009732311,0.461506805
D:0.3yr| T: 8.76%| I: 1.74%| Obs: 125000.0%,91,0.08764404,0.017388577,1250,-103049238,719106752,9512548,7923758,158475.16,9512548,6445938,51178,102962,26,9461291,1563960,7923758,9487718,4879522.47,84931.85555,1529.57956,82843.59841,605.7783516,990.2308791,0.202692308,0.017406176,0.017989317,0.006415383,0.010954764,2.19E-06,0.677152883,0.004794962,0.010189499,2.51E-06,0.009747486,0.148729847
D:0.3yr| T: 8.76%| I: 1.74%| Obs: 125000.0%,91,0.08764404,0.017388577,1250,-138298684,615056590,13310088,5197804,103956.08,13310088,8260000,154867,136287,11986,13162122,8023352,5197804,13221156,4877801.857,99790.56275,1531.19478,97477.78462,1296.478956,1599.800659,141.4574725,0.020458331,0.015353438,0.013667981,0.0152133,0.001335581,0.620515324,0.012229301,0.009829823,0.000860454,0.013643536,0.632046221
D:0.3yr| T: 8.76%| I: 1.74%| Obs: 125000.0%,91,0.08764404,0.017388577,1250,-126693676,806996332,12493559,1758086,35161.72,12493559,8177155,690738,87559,6,12460804,10722589,1758086,12480675,4880499.896,84035.45698,2973.493077,80328.19841,4594.567967,611.7332418,0.02967033,0.017218535,0.035385063,0.054697657,0.00699563,3.60E-07,0.654507825,0.055309496,0.006737655,4.85E-07,0.012799344,0.863962126
D:0.3yr| T: 8.76%| I: 1.74%| Obs: 125000.0%,91,0.08764404,0.017388577,1250,-147265641,988739304,13491228,12353361,247067.22,13491228,8348352,45873,22701,209,13470049,1127488,12353361,13480849,4875098.598,118959.552,5363.488352,112803.7102,464.145989,222.7211538,1.981098901,0.02440189,0.045108591,0.004418583,0.002095605,1.87E-05,0.618618126,0.003832757,0.001864079,1.73E-05,0.013837057,0.094780065
D:0.3yr| T: 8.76%| I: 1.74%| Obs: 125000.0%,91,0.08764404,0.017388577,1250,-119774961,964657008,11078564,8989321,179786.42,11078564,7688024,95341,56909,2732,11008093,2055397,8989321,11044718,4876871.533,75309.17879,2842.987088,71815.58819,850.950989,466.1328022,22.55181319,0.015442323,0.037755624,0.011374216,0.006319975,0.000305851,0.693922256,0.008806336,0.005266349,0.00025272,0.011358427,0.193979361
D:0.3yr| T: 8.76%| I: 1.74%| Obs: 125000.0%,91,0.08764404,0.017388577,1250,-119774961,964657008,11078564,8989321,179786.42,11078564,7688024,95341,56909,2732,11008093,2055397,8989321,11044718,4876871.533,75309.17879,2842.987088,71815.58819,850.950989,466.1328022,22.55181319,0.015442323,0.037755624,0.011374216,0.006319975,0.000305851,0.693922256,0.008806336,0.005266349,0.00025272,0.011358427,0.193979361
D:0.3yr| T: 8.76%| I: 1.74%| Obs: 125000.0%,91,0.08764404,0.017388577,1250,-87387018,1197125116,8410994,3277078,65541.56,8410994,5615145,113054,171371,12534,8326954,5089973,3277078,8367051,4879606.759,67376.88363,1716.318901,65166.56758,1254.576264,1368.996703,100.0651099,0.013808477,0.025462688,0.017425508,0.022438777,0.001710615,0.667609553,0.012813224,0.02244047,0.001707538,0.00861879,0.54889668
D:0.3yr| T: 8.76%| I: 1.74%| Obs: 125000.0%,91,0.08764404,0.017388577,1250,-93001903,481936084,9001404,2987863,59757.26,9001404,6101907,114278,73007,1,8933258,5981777,2987863,8969640,4876570.036,58938.4739,763.9842857,57645.78868,844.3302747,503.673022,0.000384615,0.012085923,0.012935309,0.012924467,0.009265665,9.42E-09,0.677374382,0.011567559,0.008801542,9.71E-08,0.009228955,0.624124711
D:0.3yr| T: 8.76%| I: 1.74%| Obs: 125000.0%,91,0.08764404,0.017388577,1250,-176474624,1013066850,16141764,15056984,301139.68,16141764,11727424,114019,657526,0,16105573,1073122,15056984,16130106,4875583.962,129951.9828,6254.397527,122749.7514,980.9647802,5317.117802,0,0.026654689,0.048173631,0.008527975,0.041866083,0,0.726572108,0.00795117,0.041682571,0,0.016554339,0.083846775
D:0.3yr| T: 8.76%| I: 1.74%| Obs: 125000.0%,91,0.08764404,0.017388577,1250,-86719505,301083787,8061082,6108685,122173.7,8061082,4943927,465741,55395,3,8014070,1925711,6108685,8034396,4879707.568,63659.29396,646.2958791,62539.52462,3647.031319,644.0486264,0.019725275,0.013046869,0.010099411,0.056607645,0.007778229,2.26E-07,0.612863533,0.0571362,0.005346379,2.64E-07,0.00826032,0.178538973
D:0.3yr| T: 8.76%| I: 1.74%| Obs: 125000.0%,91,0.08764404,0.017388577,1250,-112797786,849212517,10763651,5161276,103225.52,10763651,6883256,61399,66493,0,10687269,5557989,5161276,10719265,4878483.044,54874.63324,1152.62522,53089.88736,519.8086264,470.8057692,0.00043956,0.011248812,0.020980982,0.007554699,0.008165771,7.11E-09,0.639159286,0.004621788,0.005917716,0,0.011031938,0.468686697
D:0.3yr| T: 8.76%| I: 1.74%| Obs: 125000.0%,91,0.08764404,0.017388577,1250,-83189508,833186604,7818092,5008588,100171.76,7818092,5076530,95036,103653,433,7749502,2776485,5008588,7785073,4879279.029,85929.24588,3181.130879,82288.79846,1296.475879,1234.202637,4.969835165,0.017611666,0.037039594,0.011313862,0.01396611,5.21E-05,0.649885872,0.009207594,0.012976117,4.99E-05,0.008011725,0.273730756
D:0.3yr| T: 8.76%| I: 1.74%| Obs: 125000.0%,91,0.08764404,0.017388577,1250,-103146409,159298795,9493920,8207209,164144.18,9493920,6886451,431356,99496,1490,9432786,1263284,8207209,9470493,4879181.293,73369.0011,4676.942088,68134.40549,3310.605275,825.6534066,12.27082418,0.015037693,0.063784763,0.042832268,0.008528424,0.000129132,0.725556772,0.043125778,0.007975902,0.000121435,0.009729276,0.097855372
D:0.3yr| T: 8.76%| I: 1.74%| Obs: 125000.0%,91,0.08764404,0.017388577,1250,-133257539,1188037569,12811517,5142369,102847.38,12811517,8896993,94937,88151,3,12699790,7612905,5142369,12755274,4874788.449,72685.31192,4526.659231,67406.22896,754.3368681,658.4318132,0.037747253,0.01491016,0.062297071,0.008902899,0.009021533,4.51E-07,0.69452447,0.00645183,0.006916477,2.04E-07,0.013140264,0.573014903
D:0.3yr| T: 8.76%| I: 1.74%| Obs: 125000.0%,91,0.08764404,0.017388577,1250,-145260607,1419757838,13466749,10593117,211862.34,13466749,8307686,776315,108393,256,13401345,2840207,10593117,13433324,4874030.335,142825.5991,5205.54478,136829.2694,8172.870165,1451.604066,3.544945055,0.029304307,0.036480874,0.057163014,0.01044978,2.51E-05,0.616871586,0.057622143,0.008353403,1.94E-05,0.013815194,0.237877807
D:0.3yr| T: 8.76%| I: 1.74%| Obs: 125000.0%,91,0.08764404,0.017388577,1250,-144896568,441819668,13357805,11318518,226370.36,13357805,9529494,28493,123669,0,13282007,2007289,11318518,13325807,4879881.854,89632.09489,5481.423297,83366.26203,230.2621978,1078.418516,0,0.018367432,0.061141872,0.00299728,0.013057781,0,0.712877124,0.002430144,0.010071687,0,0.01368614,0.171876217
D:0.3yr| T: 8.76%| I: 1.74%| Obs: 125000.0%,91,0.08764404,0.017388577,1250,-135736162,1338660014,12525204,10484122,209682.44,12525204,8338131,442195,375379,1620,12455442,2010958,10484122,12495080,4876212.582,112086.5007,4125.146703,107225.7574,3988.266264,3422.864066,14.41252747,0.022985978,0.036805659,0.03466628,0.029536982,0.000121502,0.665713533,0.034458324,0.029013521,0.000121912,0.012842891,0.143492689
D:0.3yr| T: 8.76%| I: 1.74%| Obs: 125000.0%,91,0.08764404,0.017388577,1250,-112810134,1106572603,10455585,8254284,165085.68,10455585,6484823,105447,76956,137,10396253,2167801,8254284,10422085,4878015.349,78426.01401,4727.668077,73084.28467,823.765,778.4395055,1.302692308,0.016077502,0.060282694,0.009864984,0.009149235,1.54E-05,0.62028191,0.009507295,0.006853025,1.22E-05,0.010717,0.193340567
D:0.3yr| T: 8.76%| I: 1.74%| Obs: 125000.0%,91,0.08764404,0.017388577,1250,-118356078,260076917,10920186,9154218,183084.36,10920186,8001237,125150,265288,3200,10835303,1733387,9154218,10887605,4879942.886,114190.1564,3138.237692,110410.489,1580.559725,2755.215549,32.71637363,0.023400369,0.027475951,0.012501273,0.024315661,0.000293329,0.732760121,0.010433274,0.024460386,0.000298388,0.011188981,0.144634291
D:0.3yr| T: 8.76%| I: 1.74%| Obs: 125000.0%,91,0.08764404,0.017388577,1250,-114802269,603902765,10745880,7343469,146869.38,10745880,7663128,39599,233312,0,10681081,3371120,7343469,10714589,4879915.486,62959.03758,4583.805495,57744.02648,368.5803297,1435.225549,0,0.01290216,0.072769943,0.004441941,0.023066567,0,0.713048358,0.002796581,0.022148044,0,0.01101049,0.25347765
D:0.3yr| T: 8.76%| I: 1.74%| Obs: 125000.0%,91,0.08764404,0.017388577,1250,-164705080,1888936316,15261261,12092470,241849.4,15261261,10714694,110880,439664,1,15183470,3138658,12092470,15231128,4880225.272,101912.0739,3980.873626,97035.07203,948.0795055,3020.173956,0.007417582,0.020882696,0.039086714,0.010913981,0.02917058,8.95E-08,0.701745085,0.008628617,0.028241432,7.76E-08,0.015635651,0.253620487
D:0.3yr| T: 8.76%| I: 1.74%| Obs: 125000.0%,91,0.08764404,0.017388577,1250,-127950417,2137524051,12222247,5727947,114558.94,12222247,8900447,180203,477916,4788,12052712,6426574,5727947,12154521,4875135.437,121990.0002,852.583956,120419.5554,2644.691374,4882.511868,48.53703297,0.025022976,0.006994244,0.021991853,0.038983324,0.000387995,0.728147574,0.015120383,0.037854564,0.000378894,0.012535323,0.546935069
D:0.3yr| T: 8.76%| I: 1.74%| Obs: 125000.0%,91,0.08764404,0.017388577,1250,-105139806,727081432,9999706,5142746,102854.92,9999706,6813727,108431,39574,0,9892169,4806528,5142746,9949274,4877818.5,51761.43676,1629.99011,49544.22852,786.1688462,261.1365934,0.00010989,0.010612082,0.031333489,0.010987414,0.00471018,2.60E-09,0.680701726,0.007928349,0.003588138,0,0.010250187,0.408810833
D:0.3yr| T: 8.76%| I: 1.74%| Obs: 125000.0%,91,0.08764404,0.017388577,1250,-137211332,1315551654,12819100,9020332,180406.64,12819100,8351182,69800,49303,0,12745753,3755618,9020332,12775950,4878860.876,59605.21533,4788.821703,54063.58918,457.0298352,291.4374725,0,0.012216933,0.080336828,0.008084496,0.004991513,0,0.651397021,0.005839081,0.003944499,0,0.013137142,0.319112802
D:0.3yr| T: 8.76%| I: 1.74%| Obs: 125000.0%,91,0.08764404,0.017388577,1250,-161491866,619787105,14882320,12668666,253373.32,14882320,9574741,100844,89571,359,14806745,2173596,12668666,14842262,4874865.333,78302.89379,3603.411648,73825.51951,763.553022,513.8747253,2.229945055,0.016062722,0.046023189,0.009676804,0.006702626,2.92E-05,0.643337486,0.006900152,0.00614736,2.46E-05,0.01526456,0.154410778
D:0.3yr| T: 8.76%| I: 1.74%| Obs: 125000.0%,91,0.08764404,0.017388577,1250,-108799288,795649007,9985891,8940378,178807.56,9985891,6891377,47821,113230,0,9936495,1022513,8940378,9962891,4875968.436,63323.87264,1457.515769,61279.92093,391.3943956,790.5332418,0,0.012986988,0.02301732,0.005785963,0.011988189,0,0.690134601,0.004528864,0.010939484,0,0.010239927,0.098642161
D:0.3yr| T: 8.76%| I: 1.74%| Obs: 125000.0%,91,0.08764404,0.017388577,1250,-107490177,1343766915,10031524,7174937,143498.74,10031524,6832861,157446,32780,957,10006123,2845744,7174937,10020681,4880550.955,62725.47846,1800.07033,60336.25379,990.2173077,242.3752198,6.948296703,0.012852461,0.028694012,0.015667313,0.003733034,0.000109036,0.681097967,0.015601354,0.003171307,9.36E-05,0.010277185,0.269163758
D:0.3yr| T: 8.76%| I: 1.74%| Obs: 125000.0%,91,0.08764404,0.017388577,1250,-154425972,1422636079,14153325,12892722,257854.44,14153325,10011850,395556,160669,38,14121270,1249174,12892722,14141896,4880040.626,116020.146,3956.722143,111232.3288,3237.833516,1382.190549,0.265494505,0.023774194,0.034159789,0.028940185,0.013231093,2.80E-06,0.706997483,0.028920729,0.012626815,3.27E-06,0.014500891,0.113703308
D:0.3yr| T: 8.76%| I: 1.74%| Obs: 125000.0%,91,0.08764404,0.017388577,1250,-79017842,810794537,7748148,1536362,30727.24,7748148,5098009,122363,74380,0,7608786,6122206,1536362,7658568,4878119.408,56960.97478,874.4148901,55631.41143,1606.501593,662.8697802,0.00010989,0.011677281,0.015363609,0.023383737,0.013340334,2.07E-09,0.657888276,0.013276992,0.010999116,0,0.007941833,0.742888269
D:0.3yr| T: 8.76%| I: 1.74%| Obs: 125000.0%,91,0.08764404,0.017388577,1250,-151513625,1544126642,13884200,12671625,253432.5,13884200,9166228,914047,45761,66,13845572,1194348,12671625,13865973,4882678.674,150247.4969,5695.135879,143737.0867,9825.905055,600.094011,0.670384615,0.030769296,0.037947941,0.065433244,0.004999361,5.49E-06,0.660286474,0.065948563,0.004113206,5.83E-06,0.014216754,0.114170092
D:0.3yr| T: 8.76%| I: 1.74%| Obs: 125000.0%,91,0.08764404,0.017388577,1250,-124775114,40126474,11500783,9767284,195345.68,11500783,7172808,111855,144162,0,11447724,1704949,9767284,11472233,4882030.478,66395.86945,1256.725989,64472.0839,835.497967,836.2808242,0.000164835,0.013600405,0.018926553,0.011838973,0.012227922,3.06E-09,0.623736681,0.009229767,0.012202231,0,0.011778845,0.141007653
D:0.3yr| T: 8.76%| I: 1.74%| Obs: 125000.0%,91,0.08764404,0.017388577,1250,-149588894,1279224908,13791140,11677494,233549.88,13791140,8508034,94342,773772,0,13716770,2076915,11677494,13754409,4879019.518,135983.3389,5529.213297,129644.1641,1194.114176,7609.70544,0,0.027870752,0.040668953,0.009429641,0.055428232,0,0.616857485,0.00741426,0.055560995,0,0.014132929,0.168883317
D:0.3yr| T: 8.76%| I: 1.74%| Obs: 125000.0%,91,0.08764404,0.017388577,1250,-103806939,1404297002,9991886,3888079,77761.58,9991886,6738629,91444,41909,46,9910925,6058638,3888079,9946717,4877980.136,66157.21962,4579.733626,60990.63956,874.3236264,337.3625824,0.326593407,0.013562831,0.069212862,0.009489337,0.005330129,3.51E-06,0.67446217,0.00667064,0.004399759,3.28E-06,0.010241915,0.509117376
D:0.3yr| T: 8.76%| I: 1.74%| Obs: 125000.0%,91,0.08764404,0.017388577,1250,-117362352,1211048515,10713798,10224372,204487.44,10713798,7353437,43317,27390,1,10694048,480346,10224372,10704718,4880951.397,42574.40758,2062.109066,39883.02901,204.0892308,127.2429121,0.000824176,0.008722737,0.048423252,0.003778498,0.002383006,1.77E-08,0.686423339,0.003209493,0.002048192,7.20E-08,0.010975142,0.034781999
D:0.3yr| T: 8.76%| I: 1.74%| Obs: 125000.0%,91,0.08764404,0.017388577,1250,-112801307,340122647,10532613,7475177,149503.54,10532613,7550767,83009,338464,0,10451335,3021079,7475177,10496256,4877185.068,57334.2567,1677.465495,55038.16214,628.7131868,1901.806813,0.002197802,0.011756018,0.029184802,0.009459055,0.03342611,3.22E-08,0.716334318,0.006883817,0.032493445,0,0.010797895,0.258305766
D:0.3yr| T: 8.76%| I: 1.74%| Obs: 125000.0%,91,0.08764404,0.017388577,1250,-131675853,1750828942,13031468,1361173,27223.46,13031468,8762486,98251,112139,0,12919064,11612005,1361173,12973178,4878997.648,86811.02093,3147.107088,82898.72187,977.5401648,919.8501099,0.002527473,0.017792829,0.036245147,0.01097017,0.01089581,3.02E-08,0.672252452,0.007433727,0.008910882,0,0.013354465,0.887873231
D:0.3yr| T: 8.76%| I: 1.74%| Obs: 125000.0%,91,0.08764404,0.017388577,1250,-159838524,1103238679,14925461,10583914,211678.28,14925461,9816486,62111,686027,64,14854940,4301588,10583914,14885502,4879852.077,104385.3566,6592.890989,96915.97621,661.5119231,4771.076154,0.402582418,0.021390044,0.063163972,0.008187002,0.041534967,4.02E-06,0.65755317,0.005372344,0.04173744,4.45E-06,0.015292141,0.363972359
D:0.3yr| T: 8.76%| I: 1.74%| Obs: 125000.0%,91,0.08764404,0.017388577,1250,-122215025,1320565175,11907624,3138785,62775.7,11907624,7942487,53013,118762,8,11823598,8725745,3138785,11864530,4877395.658,86085.45841,4764.830165,80621.33956,516.0695604,1083.281593,0.118956044,0.017649951,0.05535949,0.006658816,0.011431513,1.55E-06,0.667019566,0.004996228,0.009093237,7.48E-07,0.012206938,0.762866233
D:0.3yr| T: 8.76%| I: 1.74%| Obs: 125000.0%,91,0.08764404,0.017388577,1250,-124544036,460367419,12308319,1460846,29216.92,12308319,8547684,191178,142885,46,12227307,10810985,1460846,12271831,4876038.553,84491.3406,4643.25533,79125.18495,1458.285604,1003.8,0.334175824,0.017328292,0.054934346,0.015635858,0.010392737,3.42E-06,0.694249217,0.01408505,0.010116739,3.24E-06,0.012621388,0.898740316
D:0.3yr| T: 8.76%| I: 1.74%| Obs: 125000.0%,91,0.08764404,0.017388577,1250,-155678755,365766537,14545632,10222435,204448.7,14545632,9702192,37850,110285,17,14470079,4285457,10222435,14507892,4878324.791,123882.7498,1640.056209,121388.5323,371.4661538,1325.787143,0.262472527,0.025395035,0.013293621,0.004216905,0.011449252,2.64E-06,0.666909066,0.003572594,0.00818765,1.38E-06,0.014908571,0.372489597
D:0.3yr| T: 8.76%| I: 1.74%| Obs: 125000.0%,91,0.08764404,0.017388577,1250,-130683269,980403979,11944892,11234349,224686.98,11944892,8021612,53473,24385,60,11922349,700449,11234349,11934798,4872770.001,71510.76824,1634.613791,69174.66676,376.2312088,178.9554945,0.518681319,0.014676175,0.022876131,0.006286491,0.002987715,8.72E-06,0.671360574,0.005324671,0.002412979,6.02E-06,0.012257092,0.069624529
D:0.3yr| T: 8.76%| I: 1.74%| Obs: 125000.0%,91,0.08764404,0.017388577,1250,-119355400,1570149555,11153273,7822670,156453.4,11153273,7857911,87462,106940,461,11043924,3276851,7822670,11099521,4877199.699,61231.76176,4889.844066,55686.94687,714.8807143,832.028956,3.380934066,0.012554216,0.079993879,0.008652814,0.011326464,4.66E-05,0.705125127,0.005942252,0.008133879,3.54E-05,0.011433609,0.237756121
D:0.3yr| T: 8.76%| I: 1.74%| Obs: 125000.0%,91,0.08764404,0.017388577,1250,-147009224,329057938,14433941,2669814,53396.28,14433941,8868621,94994,144587,0,14258885,11654506,2669814,14324320,4882116.866,106653.8773,3007.152637,102799.0235,1170.479231,1535.61544,0,0.021845174,0.028203522,0.011980551,0.01277292,5.44E-10,0.614482262,0.007213659,0.008964985,0,0.014781994,0.832516516
D:0.3yr| T: 8.76%| I: 1.74%| Obs: 125000.0%,91,0.08764404,0.017388577,1250,-149451734,873573745,14793950,1512234,30244.68,14793950,10822504,80031,46529,0,14723181,13256577,1512234,14768811,4875581.985,117264.3848,5517.556758,110878.0387,726.458956,386.319011,0.031483516,0.024051803,0.047102085,0.007457521,0.002952057,3.20E-07,0.731523759,0.006476126,0.002802549,0,0.015171666,0.909321829
D:0.3yr| T: 8.76%| I: 1.74%| Obs: 125000.0%,91,0.08764404,0.017388577,1250,-157891716,605009457,14748817,10403546,208070.92,14748817,10181869,85309,96002,0,14653924,4293092,10403546,14696638,4878648.665,83663.55302,2818.74522,79978.76637,566.432033,997.7118132,0,0.017148946,0.033693677,0.006732941,0.011801971,0,0.690339782,0.005807509,0.006542107,0,0.015115624,0.297872744
D:0.3yr| T: 8.76%| I: 1.74%| Obs: 125000.0%,91,0.08764404,0.017388577,1250,-102940541,693801781,9750509,5435451,108709.02,9750509,7182955,451263,142286,362,9636408,4271545,5435451,9706996,4876964.289,87755.72593,896.976978,86286.1072,4162.549835,1547.47033,4.194120879,0.017993511,0.01017266,0.045516788,0.016284586,4.22E-05,0.736923112,0.04469507,0.013576877,3.29E-05,0.009996208,0.351854381
D:0.3yr| T: 8.76%| I: 1.74%| Obs: 125000.0%,91,0.08764404,0.017388577,1250,-167699623,478287353,15305957,14640053,292801.06,15305957,10671242,273500,76479,0,15277096,655476,14640053,15295529,4876188.615,78681.75049,1148.98989,76633.97352,1420.434505,418.8132967,0.00989011,0.01613666,0.014635011,0.019199057,0.006764868,1.81E-07,0.696951998,0.018912619,0.006250884,0,0.015695023,0.054211133
D:0.3yr| T: 8.76%| I: 1.74%| Obs: 125000.0%,91,0.08764404,0.017388577,1250,-126849492,1833115361,11959067,7258822,145176.44,11959067,7610246,29023,44865,2,11912997,4672982,7258822,11931804,4879560.32,60345.25341,3179.669341,56463.27038,184.0002198,330.2401099,0.018516484,0.01236723,0.052688914,0.002757628,0.005233231,2.80E-07,0.636323545,0.002197452,0.00359903,1.51E-07,0.012254385,0.37402085
D:0.3yr| T: 8.76%| I: 1.74%| Obs: 125000.0%,91,0.08764404,0.017388577,1250,-115031439,900296315,10710108,7930359,158607.18,10710108,7712225,63382,48657,421,10661569,2757689,7930359,10688048,4881892.382,49639.89363,1695.466099,47315.45852,336.7151099,312.3071978,2.571593407,0.010168867,0.034172246,0.005352044,0.005234663,4.41E-05,0.72026528,0.004706254,0.003813631,3.35E-05,0.01096984,0.208933495
D:0.3yr| T: 8.76%| I: 1.74%| Obs: 125000.0%,91,0.08764404,0.017388577,1250,-144720866,514547217,13261525,12105616,242112.32,13261525,9268966,48131,56153,0,13218063,1138909,12105616,13244525,4878982.974,70027.76604,1026.550659,68222.46093,274.3139011,329.7188462,0,0.014353011,0.014728097,0.004901325,0.005651706,0,0.698977995,0.004537795,0.005086801,0,0.013590461,0.108538727
