Scenario,Decision Period,% Resistant Threshold,Change in % Resistant Threshold,# of Cases Tested for Resistance,Objective Function,RNG Seed,DALY,Total Cost,Annual Cost,Total: Received 1st Tx,Total: Received 1st Tx & Symptomatic,Total: Received 1st Tx & Resistant to G_A,Total: Received 1st Tx & Resistant to G_B,Total: Received 1st Tx & Resistant to G_AB,Total: Success 1st,Total: Success A or B,Total: Success M,Total: Success All,Averge size: Population size,Averge size: Prevalence,Averge size: Prevalence | Sym,Averge size: Prevalence | G_A,Averge size: Prevalence | G_B,Averge size: Prevalence | G_AB,Average ratio: Prevalence,Average ratio: % infection symptomatic,Average ratio: % infection resistant to G_A,Average ratio: % infection resistant to G_B,Average ratio: % infection resistant to G_AB,Average ratio: % received 1st Tx & symptomatic ,Average ratio: % received 1st Tx & resistant to G_A,Average ratio: % received 1st Tx & resistant to G_B,Average ratio: % received 1st Tx & resistant to G_AB,Average ratio: Annual rate of gonorrhea cases,Average ratio: Effective life of A and B
Base,364,0.05,1,5000,-133176045,402177878,12490096,8275085,165501.7,12490096,8892614,66455,85558,1058,12432189,4189937,8275085,12465022,4877832.349,56836.76016,5125.894615,387.3535714,469.363956,5.926923077,0.011652376,0.090095303,0.006245144,0.007710047,9.52169E-05,0.711833557,0.004917149,0.006448758,7.79652E-05,0.051212022,0.318824201
Base,364,0.05,1,5000,-88203293,1061377366,8348548,4717813,94356.26,8348548,5781703,85082,526965,2,8262914,3589532,4717813,8307345,4878588.112,74207.59824,1405.041264,1033.889011,4699.464341,0.000879121,0.015210618,0.018930169,0.012561308,0.067550396,1.26542E-08,0.69247914,0.00928562,0.067274746,1.80183E-07,0.034224473,0.377807223
Base,364,0.05,1,5000,-100427331,1167156838,9389470,6532631,130652.62,9389470,6074115,69093,75963,0,9313704,2817450,6532631,9350081,4881426.63,75365.32544,3010.712802,742.3797253,653.9365385,0,0.015439796,0.039901538,0.008853318,0.008337312,0,0.646745955,0.006624822,0.007792328,0,0.038470481,0.278847472
Base,364,0.05,1,5000,-148096588,826620430,13694541,11151178,223023.56,13694541,9970001,152035,229116,3,13625869,2516421,11151178,13667599,4880386.427,95823.89275,4556.616484,1185.822857,1705.542473,0.007912088,0.019634938,0.047528143,0.011873059,0.017380596,9.01442E-08,0.727934757,0.010728844,0.016383514,1.91267E-07,0.056121173,0.17867798
Base,364,0.05,1,5000,-88227331,463876375,8360105,4626281,92525.62,8360105,5134644,135186,84834,2,8297594,3702125,4626281,8328406,4875864.12,74658.39462,3166.053462,1276.679451,896.9945055,0.004725275,0.015310716,0.042440316,0.012364431,0.010939218,4.66295E-08,0.614709223,0.011728746,0.009389111,1.81207E-07,0.034289055,0.338149531
Base,364,0.05,1,5000,-80696991,576643996,7670087,3996121,79922.42,7670087,4921374,125563,612939,318465,7576608,3634602,3996121,7630723,4881047.68,40184.96637,1615.223132,707.0622527,3236.737473,1677.34011,0.008233658,0.040080884,0.016501579,0.088348662,0.045994843,0.64129852,0.015513106,0.088065174,0.045948056,0.031429682,0.395771118
Base,364,0.05,1,5000,-90322928,437405256,8371113,6611798,132235.96,8371113,5973100,128319,100247,223,8318332,1737949,6611798,8349747,4878719.239,49866.17445,3876.85511,819.9256044,634.7557692,1.312417582,0.010221342,0.077611238,0.013733111,0.010470731,2.13733E-05,0.713214233,0.012947654,0.009846734,2.16779E-05,0.034316422,0.158826174
Base,364,0.05,1,5000,-98557088,1559669855,9071418,7842908,156858.16,9071418,5900512,47207,84344,200,9025002,1206021,7842908,9048929,4878470.829,64870.38989,4018.235824,407.9303297,656.1774176,1.502802198,0.01329754,0.061822912,0.005658558,0.009343872,2.1785E-05,0.65006363,0.004637442,0.008581431,2.07835E-05,0.037189373,0.118885627
Base,364,0.05,1,5000,-93314886,2010773612,8621455,7100336,142006.72,8621455,5492738,69484,1639047,0,8548854,1486955,7100336,8587291,4879456.149,47326.79632,2517.172802,470.6989011,8994.01967,0.001373626,0.009699535,0.053110604,0.007588454,0.195383094,2.75191E-08,0.637031696,0.00623792,0.195582322,0,0.035338549,0.137849388
Base,364,0.05,1,5000,-165243773,40563258,15265370,12590073,251801.46,15265370,9754306,67149,59442,0,15217669,2652628,12590073,15242701,4878366.038,74224.64626,3207.970275,381.3461538,381.0691209,0.001263736,0.015215093,0.043299667,0.007203877,0.006043072,2.69605E-08,0.63926624,0.006196757,0.004644431,0,0.062583118,0.238813961
Base,364,0.05,1,5000,-89975439,1534320926,8881228,1163159,23263.18,8881228,5949245,73042,117716,0,8804777,7682211,1163159,8845370,4880898.591,72925.38791,4058.975275,745.7285714,1000.062747,0.001593407,0.014941228,0.055681195,0.010163753,0.014383299,2.40171E-08,0.669922219,0.008235675,0.013928123,0,0.03639187,0.858466837
Base,364,0.05,1,5000,-86160136,538043198,8092788,5232256,104645.12,8092788,6094847,77201,291193,2,7998079,2819731,5232256,8051987,4881243.837,58777.25269,1975.501648,897.3900549,2211.946978,0.000769231,0.012043269,0.033597343,0.009894489,0.037953203,1.00166E-08,0.753750789,0.006275025,0.036497605,1.70101E-07,0.033162676,0.237510088
Base,364,0.05,1,5000,-133614685,1410670789,12212710,11487585,229751.7,12212710,8376480,202054,99343,0,12169700,706858,11487585,12194443,4881917.033,49762.03126,4169.928571,850.7029121,473.7557143,0.00010989,0.01019321,0.083770922,0.01773723,0.009556644,4.49829E-09,0.685842491,0.017140454,0.008259233,0,0.050031534,0.05872662
Base,364,0.05,1,5000,-121023407,556743573,11695686,4066547,81330.94,11695686,8358903,79602,373372,0,11606880,7596762,4066547,11663309,4880094.043,55658.445,3953.370385,442.2171978,1822.464341,0,0.011405566,0.070913883,0.006828439,0.034590668,0,0.714514752,0.005908395,0.033913884,0,0.047932624,0.617556061
Base,364,0.05,1,5000,-98531617,423368944,9035085,8180767,163615.34,9035085,6096635,625396,180045,4,8955975,823084,8180767,9003851,4880870.588,36946.28473,1159.796319,2627.088846,796.7821978,0.009340659,0.007569859,0.031305398,0.064356042,0.018059834,2.13221E-07,0.67484108,0.06321808,0.016879914,3.37667E-07,0.037022406,0.078423966
Base,364,0.05,1,5000,-74215386,1912466598,7395990,255486,5109.72,7395990,4564435,34354,33971,0,7361606,7124973,255486,7380459,4880839.505,62429.50555,3451.298352,337.8816484,313.7284066,0.001153846,0.012791516,0.055271342,0.003732921,0.005737935,1.28214E-08,0.617157764,0.003212354,0.005327498,0,0.030307201,0.958623812
Base,364,0.05,1,5000,-135238328,964415663,12482621,10412118,208242.36,12482621,7435176,75869,160200,0,12406264,2026392,10412118,12438510,4879632.2,91614.78,6064.008736,760.7372527,1256.473681,0.000494505,0.018775102,0.066178865,0.007900881,0.013379038,7.42313E-09,0.595599503,0.005855988,0.012548305,0,0.051162036,0.158910709
Base,364,0.05,1,5000,-117715416,1329496330,11033843,7376986,147539.72,11033843,8204102,1080028,107029,12,10966320,3633760,7376986,11010746,4878905.736,67280.32066,4394.398901,6588.480769,778.745,0.04521978,0.013790115,0.065304552,0.097753662,0.010961733,6.38843E-07,0.743536849,0.097819636,0.009286527,9.96133E-07,0.045230318,0.298026215
Base,364,0.05,1,5000,-152365286,218120056,14641929,5945996,118919.92,14641929,9888970,65840,169401,0,14482529,8625048,5945996,14571044,4881636.788,139583.6536,5377.444121,814.4212637,2166.178516,0.00021978,0.028591878,0.038577432,0.007918365,0.014225862,3.10159E-09,0.6755995,0.006088847,0.010691117,0,0.059984254,0.655785942
Base,364,0.05,1,5000,-152957996,1701984613,14346912,9488876,189777.52,14346912,8974756,52555,103935,0,14265647,4814527,9488876,14303403,4879454.651,104122.1175,3234.272363,543.8968681,944.4594505,0,0.021339114,0.031057655,0.005099882,0.008889327,0,0.625519052,0.003576582,0.007157848,0,0.058805322,0.338374767
Base,364,0.05,1,5000,-78201702,322217915,7820168,22,0.44,7820168,5497781,165797,4805,0,7783179,7805759,22,7805781,4883128.806,53205.79044,1979.462253,1285.644725,41.63873626,0.00021978,0.010897238,0.037119397,0.02161094,0.000578061,4.62611E-09,0.702624211,0.019371869,0.000417873,0,0.032031824,0.999997069
Base,364,0.05,1,5000,-153596662,900952781,14132557,12271092,245421.84,14132557,10674171,122166,557120,0,14059938,1837216,12271092,14108308,4873566.069,102268.4029,2169.07022,1095.42978,4142.731758,0.00021978,0.020984612,0.021218277,0.01096363,0.040669547,2.88023E-09,0.755284443,0.008902469,0.039612841,0,0.057998539,0.138595562
Base,364,0.05,1,5000,-117830298,1024381295,10897694,8853358,177067.16,10897694,8114125,565282,381505,2,10828952,2023446,8853358,10876804,4881472.772,96299.97176,2015.175055,5057.418956,3480.722802,0.001098901,0.01972789,0.020925207,0.051824902,0.035741187,1.22877E-08,0.744581835,0.051262488,0.034696889,1.7215E-07,0.044649229,0.178095355
Base,364,0.05,1,5000,-101829587,961876511,9426706,7562527,151250.54,9426706,6692119,251149,111265,0,9371170,1843111,7562527,9405638,4878838.628,46832.02929,4152.868571,1294.034286,666.9845055,0.005,0.009598806,0.088648449,0.022266128,0.011204779,8.39717E-08,0.710078795,0.021594423,0.009474646,0,0.038641687,0.138463307
Base,364,0.05,1,5000,-155098314,153488738,14450496,10593354,211867.08,14450496,8542821,103088,101133,33,14357430,3799746,10593354,14393100,4880375.358,126207.2158,2660.641923,964.1463736,1231.724121,0.308241758,0.025860159,0.021086896,0.008719502,0.0106047,2.68398E-06,0.591151149,0.008092722,0.007631223,2.53529E-06,0.059218237,0.297877177
Base,364,0.05,1,5000,-147722694,922616827,14069288,7029814,140596.28,14069288,10355965,341438,134330,2,13961595,7000563,7029814,14030377,4873970.153,119704.9886,8411.269725,3038.438736,1447.305659,0.022747253,0.024559976,0.070269241,0.025057199,0.011950789,2.01716E-07,0.736079211,0.023980394,0.009486563,1.38557E-07,0.057732462,0.497021284
Base,364,0.05,1,5000,-114123817,158521120,10526431,8859507,177190.14,10526431,7439341,202259,102991,119,10472469,1646833,8859507,10506340,4882401.317,50260.94187,1442.967473,1005.966923,570.1214835,0.626153846,0.010295371,0.028649557,0.016821662,0.008993616,9.55739E-06,0.706556481,0.016160977,0.007865835,8.76578E-06,0.043122753,0.118437475
Base,364,0.05,1,5000,-130118417,1478479049,12096329,9155127,183102.54,12096329,9090928,85301,152668,0,12007379,2909560,9155127,12064687,4878300.574,105021.181,5818.141538,917.1130769,1656.900824,0.001758242,0.021528176,0.055409738,0.009244636,0.016013999,1.95395E-08,0.751517762,0.007497934,0.012874272,0,0.049591692,0.256720613
Base,364,0.05,1,5000,-171471680,734263403,15705298,14418700,288374,15705298,9449645,79919,1133084,0,15623308,1248947,14418700,15667647,4875854.94,119301.7283,5487.368132,757.5793956,8773.416319,0.001428571,0.024468228,0.045992311,0.00724006,0.075251019,1.7128E-08,0.60158755,0.005850469,0.073872462,0,0.064422375,0.097907429
Base,364,0.05,1,5000,-84053742,203881973,8004534,4008402,80168.04,8004534,4855670,41847,48107,0,7941293,3953793,4008402,7962195,4878178.76,40331.94126,3876.785549,292.7267582,391.0795055,0,0.008267913,0.096306103,0.004505946,0.008334492,0,0.607244017,0.003295339,0.005255517,0,0.03281751,0.378741079
Base,364,0.05,1,5000,-131481475,43923809,12708837,4393105,87862.1,12708837,9461398,627733,119327,1630,12588926,8267999,4393105,12661104,4878811.157,77879.6483,6114.850879,3926.086374,1099.44489,14.83192308,0.015962928,0.078529515,0.051813295,0.013584556,0.000181396,0.744487446,0.050695426,0.009081993,0.000122843,0.05209765,0.676512451
Base,364,0.05,1,5000,-126713061,1790693593,11995990,6753161,135063.22,11995990,7083360,97434,227465,6888,11891803,5174304,6753161,11927465,4881098.78,83916.7389,4292.362308,1109.235714,1690.843242,51.25659341,0.017192519,0.051152947,0.012448358,0.020127429,0.000611351,0.590506871,0.007751693,0.018960518,0.000574693,0.049152849,0.41881302
Base,364,0.05,1,5000,-86162815,264784667,7996718,6195635,123912.7,7996718,5731888,45285,55451,0,7945348,1775589,6195635,7971224,4881461.262,47924.77247,2172.942198,424.3104396,416.3885714,0.00021978,0.00981813,0.045358854,0.006870532,0.007236609,5.1261E-09,0.716918471,0.004446949,0.005784918,0,0.032764275,0.178795689
Base,364,0.05,1,5000,-104801577,1166323389,10461478,186797,3735.94,10461478,7692038,133076,39050,0,10329743,10221056,186797,10407853,4876399.739,78171.13698,1220.983132,1146.036044,296.2580769,0.001208791,0.016029966,0.015601988,0.011962141,0.004433543,1.64383E-08,0.735402874,0.010437335,0.004433988,0,0.042905078,0.978190489
Base,364,0.05,1,5000,-84625972,584344516,8128152,3344452,66889.04,8128152,6055516,59496,43073,1,8063668,4756232,3344452,8100684,4880573.431,40751.19165,3025.400714,435.0745604,306.4944505,0.000494505,0.008350767,0.074092362,0.007182278,0.007188446,1.09534E-08,0.744752122,0.004950185,0.005073725,9.27308E-08,0.033310846,0.478219228
Base,364,0.05,1,5000,-118339847,428274800,11034035,7999497,159989.94,11034035,6527343,71010,75986,0,10970476,2999114,7999497,10998611,4878460.467,107211.6462,2989.171319,860.4021978,824.3217033,0.000604396,0.021976794,0.027876408,0.007366842,0.007506359,6.62511E-09,0.591556457,0.005936334,0.00674567,0,0.045235597,0.258959569
Base,364,0.05,1,5000,-108818794,1986955404,10853021,288584,5771.68,10853021,8012968,96277,35802,68810,10710116,10513902,288584,10802486,4876541.286,69459.59121,2932.735549,852.5724725,247.4323077,473.7231319,0.014243835,0.042194773,0.012045355,0.003306728,0.00630806,0.738274423,0.008752885,0.003074258,0.005903592,0.044511457,0.976014779
Base,364,0.05,1,5000,-105682371,116267543,9929106,6391311,127826.22,9929106,7063561,50687,45965,1,9872183,3510687,6391311,9901998,4877438.969,39700.03489,5091.736209,287.8691209,278.7446703,0.001208791,0.008139527,0.128294744,0.004753012,0.005630878,2.30733E-08,0.711662995,0.003393965,0.003783188,6.75607E-08,0.040713816,0.258803232
Base,364,0.05,1,5000,-108404062,1750682583,10367361,4730452,94609.04,10367361,7432731,50329,82292,0,10278563,5593676,4730452,10324128,4880114.88,45729.1922,5996.853901,281.7753297,456.9148901,0,0.009370631,0.131121473,0.006051249,0.009193542,0,0.716937956,0.00477927,0.007371321,0,0.04248812,0.537458493
Base,364,0.05,1,5000,-135513409,280765538,12791756,7595849,151916.98,12791756,9311970,351491,104845,1,12686733,5151022,7595849,12746871,4875226.774,123542.2902,6479.199451,3468.442418,1252.41,0.013186813,0.025342046,0.052515865,0.029744771,0.010531868,1.24465E-07,0.728085627,0.029017596,0.008498054,8.87855E-08,0.052479054,0.456797882
Base,364,0.05,1,5000,-145335646,1759245595,14001908,5316566,106331.32,14001908,10488318,102321,95803,0,13862005,8616068,5316566,13932634,4878621.499,77222.84302,5461.257473,1077.267802,784.2121978,0.000879121,0.015829328,0.070660345,0.01446078,0.009845421,1.30618E-08,0.748917277,0.007697141,0.006644371,0,0.057402353,0.637848137
Base,364,0.05,1,5000,-177951316,1276031713,16902100,8930316,178606.32,16902100,12178307,123211,266212,21,16817024,7939473,8930316,16869789,4877193.501,149316.4128,9542.142967,1227.406593,2614.776044,0.247472527,0.030615238,0.063916938,0.008947177,0.016774409,1.78316E-06,0.720539244,0.007936819,0.015114567,1.33334E-06,0.069310655,0.497959618
Base,364,0.05,1,5000,-132168791,1541520545,12114156,11027231,220544.62,12114156,7186345,142940,232425,256,12057375,1059408,11027231,12086639,4876961.154,95899.74011,4488.764286,1227.768407,1948.261868,2.148846154,0.019664278,0.046826547,0.014248937,0.021293201,2.48389E-05,0.59317038,0.013093535,0.020117711,2.35865E-05,0.049679535,0.098702864
Base,364,0.05,1,5000,-111214697,971033584,10271964,8495057,169901.14,10271964,7147139,240152,193103,0,10207635,1753310,8495057,10248367,4879925.359,100675.777,1826.960549,2503.888791,2010.109286,0.000164835,0.020630692,0.018154691,0.024984426,0.020081851,2.84289E-09,0.695773535,0.023491645,0.018949254,0,0.042098952,0.178210945
Base,364,0.05,1,5000,-104257468,480259492,10292133,1336138,26722.76,10292133,7255196,91188,119287,5,10185719,8913777,1336138,10249915,4880615.118,112697.5376,1645.461538,1229.893846,1503.134231,0.04010989,0.023090835,0.014603231,0.011120677,0.012836659,3.74864E-07,0.704931054,0.009063103,0.011146942,5.08794E-07,0.042175059,0.876858665
Base,364,0.05,1,5000,-75809866,327444724,7395669,1853176,37063.52,7395669,4698866,70748,71876,0,7328912,5508886,1853176,7362062,4879966.06,86245.66396,1127.451813,891.4069231,1076.800934,0,0.017674415,0.013081221,0.008398177,0.013137945,0,0.635503275,0.007790033,0.010256584,0,0.030311226,0.696042113
Base,364,0.05,1,5000,-158025719,38147937,14680131,11224409,224488.18,14680131,9052961,60302,104787,1232,14606017,3415052,11224409,14639461,4879595.192,126829.7907,6194.464011,702.1280769,1025.465549,11.97456044,0.025991818,0.048842148,0.005530615,0.008066747,9.43539E-05,0.616673777,0.004133406,0.007147566,8.39684E-05,0.060168285,0.238717977
Base,364,0.05,1,5000,-157909838,333068762,14981686,8092978,161859.56,14981686,10643120,82122,60112,0,14914015,6858130,8092978,14951108,4877727.361,53235.97088,3913.690879,405.1793956,286.7692308,0.000659341,0.010914201,0.073510776,0.007053771,0.005327142,1.31792E-08,0.710427606,0.005197493,0.00399655,0,0.06142941,0.459109702
Base,364,0.05,1,5000,-71262841,259989330,6930175,1961091,39221.82,6930175,4850788,64132,65307,0,6850016,4931969,1961091,6893060,4880194.098,83104.5194,1397.351099,993.0650549,1023.048022,0.002802198,0.017029632,0.016811622,0.008883451,0.013012298,2.90236E-08,0.700274568,0.006942624,0.009970611,0,0.028401991,0.63632133
Base,364,0.05,1,5000,-131800147,1659466738,12431804,7482107,149642.14,12431804,8848956,328338,94965,467,12377615,4929505,7482107,12411612,4881137.329,73023.30863,3968.432143,1943.773462,574.6424176,2.939835165,0.014960577,0.054322061,0.025283016,0.007806458,3.99721E-05,0.711772225,0.025121312,0.00759403,3.69816E-05,0.050938302,0.378679329
Base,364,0.05,1,5000,-117250377,1645129257,10856881,8681567,173631.34,10856881,6389034,236273,103958,1,10779514,2134118,8681567,10815685,4880724.514,105273.8799,4404.421813,2441.815165,1187.726813,0.011923077,0.021569871,0.0418294,0.021343915,0.010533115,1.04689E-07,0.588521893,0.020170745,0.009009925,8.0023E-08,0.044489187,0.178681861
Base,364,0.05,1,5000,-91409031,174120813,8451183,6897201,137944.02,8451183,5019751,87724,517748,13183,8356422,1505615,6897201,8402816,4881878.607,59093.82797,3285.434066,786.143956,3741.312747,93.92131868,0.01210648,0.055493044,0.008574535,0.057634566,0.00143949,0.594164335,0.006764312,0.056326949,0.001424985,0.03462656,0.117858093
Base,364,0.05,1,5000,-93610325,307521373,9065540,2954925,59098.5,9065540,6806024,72927,450525,0,8985802,6083747,2954925,9038672,4882958.364,40201.94874,5120.356484,424.211044,2006.162747,5.49451E-05,0.008233992,0.127321814,0.009592389,0.056692715,8.3087E-09,0.75070059,0.00742047,0.056407903,0,0.037133394,0.61820365
Base,364,0.05,1,5000,-178048941,1443625166,16565355,12395391,247907.82,16565355,10998194,77111,107988,0,16476486,4132523,12395391,16527914,4881212.379,99211.88165,5294.426209,548.6678571,762.9493956,0.005,0.020325175,0.053367814,0.00560012,0.00761584,5.34902E-08,0.663927639,0.004749719,0.00649939,0,0.067873323,0.258182145
Base,364,0.05,1,5000,-115033606,1716303629,10736542,7668186,153363.72,10736542,7336826,96349,176244,0,10678254,3043969,7668186,10712155,4882536.65,69665.18698,1473.623462,692.9895055,1261.645055,0,0.014269775,0.02107143,0.007725599,0.016010903,0,0.683506406,0.007051514,0.014728334,0,0.04398277,0.198661638
Base,364,0.05,1,5000,-138596885,709395597,12935975,9237135,184742.7,12935975,9433934,339133,788110,19623,12844367,3667084,9237135,12904219,4880939.153,90032.80956,4328.136209,2463.520495,5517.089505,138.5052747,0.018446569,0.048051359,0.025420372,0.062704986,0.001536649,0.729307828,0.024435965,0.062372307,0.00151588,0.053007436,0.257805891
Base,364,0.05,1,5000,-135192530,983681791,12597877,9213760,184275.2,12597877,8836733,66495,91089,0,12520372,3351157,9213760,12564917,4877945.407,101017.3499,4051.525,674.5117582,876.7726923,0.00021978,0.020708467,0.040123028,0.008134622,0.009344083,4.63876E-09,0.701451466,0.006451058,0.007789536,0,0.051650777,0.317950395
Base,364,0.05,1,5000,-105238392,1335078658,9933402,5904372,118087.44,9933402,7497939,88948,104476,0,9874849,4011583,5904372,9915955,4879723.778,48519.68555,1514.931044,510.8656593,592.8697802,0.000659341,0.009943555,0.031210967,0.00807214,0.011331752,1.25581E-08,0.754914679,0.006922224,0.009838698,0,0.040714199,0.318081782
Base,364,0.05,1,5000,-119141376,295336596,10942025,9721126,194422.52,10942025,7955759,64286,328454,0,10872489,1193076,9721126,10914202,4879890.148,62604.29308,6482.240879,468.5512637,1949.611319,0.000824176,0.012829175,0.103475267,0.005360029,0.026149109,1.05753E-08,0.727045264,0.004192835,0.025319591,0,0.044844949,0.078394282
Base,364,0.05,1,5000,-112877316,671905867,10446823,8409086,168181.72,10446823,7977750,173521,262630,4,10351405,2007679,8409086,10416765,4880256.243,109480.8953,5463.043626,2142.388736,3041.453352,0.003956044,0.022434326,0.049974687,0.016312917,0.025411984,3.25231E-08,0.763934635,0.013996147,0.023190744,3.05081E-07,0.042813708,0.157155436
Base,364,0.05,1,5000,-159862771,1103044414,14597636,13886411,277728.22,14597636,9364529,168231,729235,0,14519666,680015,13886411,14566426,4877827.311,70300.91154,6688.098516,847.5665934,3667.336484,0.000879121,0.01441267,0.09519932,0.013301225,0.054576652,2.03085E-08,0.641598749,0.012672576,0.052776057,0,0.059853977,0.057088701
D:1.0yr| T: 3.00%| I: 100.00%| Obs: 500000.0%,364,0.03,1,5000,-156461375,1971903165,15229358,4167795,83355.9,15229358,10552296,43315,168040,0,15172608,11041287,4167795,15209082,4880825.76,116972.3975,7618.064121,355.9106593,1310.08022,0.01021978,0.023965626,0.065154438,0.003617411,0.01064311,1.05466E-07,0.692956334,0.003357007,0.010492899,0,0.062405225,0.738660269
D:1.0yr| T: 3.00%| I: 100.00%| Obs: 500000.0%,364,0.03,1,5000,-106364032,1984768660,9764643,8717602,174352.04,9764643,6766611,23044,44309,1,9734687,1033449,8717602,9751051,4879160.88,56543.64747,3719.782033,189.7113187,346.9690659,0.000549451,0.011589078,0.065796824,0.002431883,0.004689244,8.03548E-09,0.693164992,0.001727321,0.003511182,7.7966E-08,0.040026317,0.079141768
D:1.0yr| T: 3.00%| I: 100.00%| Obs: 500000.0%,364,0.03,1,5000,-143639141,684975303,13347798,10161161,203223.22,13347798,8848941,41149,60591,0,13299749,3160440,10161161,13321601,4877011.27,102946.7069,4375.599176,481.4976923,554.7046703,0,0.021108843,0.042500421,0.004664649,0.005403425,0,0.662907031,0.003085172,0.004550654,0,0.05473852,0.239239137
D:1.0yr| T: 3.00%| I: 100.00%| Obs: 500000.0%,364,0.03,1,5000,-118984388,369151607,10994516,9039228,180784.56,10994516,7631825,245185,53792,50,10945359,1933103,9039228,10972331,4877514.322,65730.45104,1632.334835,1492.393187,406.1884615,0.313076923,0.013476207,0.024829141,0.021693528,0.005606964,4.40679E-06,0.694199483,0.021372847,0.004467679,4.19224E-06,0.045082113,0.158513796
D:1.0yr| T: 3.00%| I: 100.00%| Obs: 500000.0%,364,0.03,1,5000,-85053908,600388397,7794716,7106748,142134.96,7794716,5371263,84544,265057,11,7769213,678237,7106748,7784985,4880970.677,63142.76709,3007.442967,727.6864286,2167.900604,0.114395604,0.012937017,0.047616083,0.008767584,0.032162394,1.25604E-06,0.689052166,0.008224511,0.031922392,9.82276E-07,0.031939466,0.059157751
