Replication,Simulation Period,To: W to 1st Tx | Sym|G-0,To: W to 1st Tx | Sym|G-A,To: W to 1st Tx | Sym|G-B,To: W to 1st Tx | Sym|G-AB,To: W to 1st Tx | Asym|G-0,To: W to 1st Tx | Asym|G-A,To: W to 1st Tx | Asym|G-B,To: W to 1st Tx | Asym|G-AB,To: If R | Tx-A --> I | Sym|G-0,To: If F | Tx-A --> I | Sym|G-A,To: If R | Tx-A --> I | Sym|G-B,To: If F | Tx-A --> I | Sym|G-AB,To: If R | Tx-A --> I | Asym|G-0,To: If F | Tx-A --> I | Asym|G-A,To: If R | Tx-A --> I | Asym|G-B,To: If F | Tx-A --> I | Asym|G-AB,To: If R | Tx-B  --> I | Sym|G-0,To: If R | Tx-B  --> I | Sym|G-A,To: If F | Tx-B  --> I | Sym|G-B,To: If F | Tx-B  --> I | Sym|G-AB,To: If R | Tx-B  --> I | Asym|G-0,To: If R | Tx-B  --> I | Asym|G-A,To: If F | Tx-B  --> I | Asym|G-B,To: If F | Tx-B  --> I | Asym|G-AB,To: If R | 2nd Tx-B  --> I | Sym|G-0,To: If R | 2nd Tx-B  --> I | Sym|G-A,To: If F | 2nd Tx-B  --> I | Sym|G-B,To: If F | 2nd Tx-B  --> I | Sym|G-AB,To: If R | 2nd Tx-B  --> I | Asym|G-0,To: If R | 2nd Tx-B  --> I | Asym|G-A,To: If F | 2nd Tx-B  --> I | Asym|G-B,To: If F | 2nd Tx-B  --> I | Asym|G-AB,To: If retreat after R | Tx-A --> I | Sym|G-0,To: If retreat after F | Tx-A --> I | Sym|G-A,To: If retreat after R | Tx-A --> I | Sym|G-B,To: If retreat after F | Tx-A --> I | Sym|G-AB,To: If retreat after R | Tx-A --> I | Asym|G-0,To: If retreat after F | Tx-A --> I | Asym|G-A,To: If retreat after R | Tx-A --> I | Asym|G-B,To: If retreat after F | Tx-A --> I | Asym|G-AB,To: If retreat after R | Tx-B --> I | Sym|G-0,To: If retreat after R | Tx-B --> I | Sym|G-A,To: If retreat after F | Tx-B --> I | Sym|G-B,To: If retreat after F | Tx-B --> I | Sym|G-AB,To: If retreat after R | Tx-B --> I | Asym|G-0,To: If retreat after R | Tx-B --> I | Asym|G-A,To: If retreat after F | Tx-B --> I | Asym|G-B,To: If retreat after F | Tx-B --> I | Asym|G-AB,To: Success with 1st-A or 1st-B,To: Success with 2st-B,To: Treated with 1st-line M,To: Treated with 2nd-line M,To: Death,Received 1st Tx,Received 1st Tx & Symptomatic,Received 1st Tx & Rst to A,Received 1st Tx & Rst to B,Received 1st Tx & Rst to AB,Sucessful 1st-line treatment,Sucessful A or B,Treated with M,"All A, B, M",% Received 1st Tx & Symptomatic,% Received 1st Tx & Rst to A,% Received 1st Tx & Rst to B,% Received 1st Tx & Rst to AB,Annual rate of gonorrhea cases,Effective life of AB,Simulation Time,In: S,In: I | Sym|G-0,In: I | Sym|G-A,In: I | Sym|G-B,In: I | Sym|G-AB,In: I | Asym|G-0,In: I | Asym|G-A,In: I | Asym|G-B,In: I | Asym|G-AB,In: W to RTx | Sym|G-0,In: W to RTx | Sym|G-A,In: W to RTx | Sym|G-B,In: W to RTx | Sym|G-AB,In: W to RTx | Asym|G-0,In: W to RTx | Asym|G-A,In: W to RTx | Asym|G-B,In: W to RTx | Asym|G-AB,Population size,Prevalence,Prevalence - Symptomatic,Prevalence - Assymptomatic,Prevalence - A,Prevalence - B,Prevalence - AB,Prevalence G,% infection symptomatic,% infection resistant to A,% infection resistant to B,% infection resistant to AB,Action Code,Replication,Observation Period,Obs: % Received 1st Tx & Symptomatic,Obs: % Received 1st Tx & Rst to A,Obs: % Received 1st Tx & Rst to B,Obs: % Received 1st Tx & Rst to AB,Obs: Annual rate of gonorrhea cases,Epidemic Time,Action Code
116,11,139331,24242,21,0,74705,14845,5,0,0,0,0,0,0,0,0,0,139331,24273,21,0,74694,14862,5,0,0,965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,0,3,0,5,0,253156,965,0,15,138438,253149,163594,39087,26,0,253156,254121,15,254136,0.646236011,0.154403138,0.000102706,0,0.051893075,0.999940976,11,4769255,3253,498,2,0,88974,15554,15,0,0,0,2,0,0,0,0,0,4878281,109026,3755,104543,16052,19,0,0.022349266,0.034441326,0.147230936,0.00017427,0,"1,0,0,1,0,1,0,1",116,11,0.643040414,0.153429949,0.000201506,0,0.051893075,11,"1,0,0,1,0,1,0,1"
116,12,139974,18489,39,2,74144,11383,34,1,0,0,0,0,0,0,0,0,139969,18503,38,2,74151,11385,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,38,2,3,1,33,1,243997,0,0,41,139307,244066,158504,29872,73,3,243997,243997,41,244038,0.649430892,0.122393123,0.000299099,1.22918E-05,0.050032615,0.999831993,12,4771235,3288,384,3,0,90185,12273,55,2,0,0,0,1,0,0,0,0,4878138,106903,3676,102515,12657,58,3,0.021914714,0.034386313,0.118397052,0.000542548,2.80628E-05,"1,0,0,1,0,1,0,1",116,12,0.655908348,0.122213557,0.000200341,0,0.050032615,12,"1,0,0,1,0,1,0,1"
116,13,141953,14470,109,2,76037,9166,59,1,0,0,0,0,0,0,0,0,141941,14484,110,2,76007,9181,60,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,110,2,2,0,60,1,241607,0,0,92,138929,241797,156534,23636,168,3,241607,241607,92,241699,0.647377759,0.09775142,0.000694798,1.24071E-05,0.049569887,0.999619361,13,4772786,3403,312,4,0,91191,9410,68,1,0,0,2,0,0,0,0,0,4877901,105114,3721,100670,9722,74,1,0.021549023,0.035399661,0.092490058,0.000703998,9.51348E-06,"1,0,0,1,0,1,0,1",116,13,0.64496193,0.097185408,0.00023817,3.17555E-05,0.049569887,13,"1,0,0,1,0,1,0,1"
116,14,143673,11040,113,2,76655,6820,74,2,0,0,0,0,0,0,0,0,143663,11059,112,2,76671,6817,74,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,112,2,4,0,74,2,238202,0,0,95,139993,238379,154828,17860,187,4,238202,238202,95,238297,0.649503522,0.074922707,0.000784465,1.678E-05,0.048882023,0.999601338,14,4772685,3507,221,1,0,92439,6973,85,1,0,0,5,0,0,0,0,0,4876619,103934,3734,99498,7194,91,1,0.021312717,0.035926646,0.069217003,0.000875556,9.62149E-06,"1,0,0,1,0,1,0,1",116,14,0.650906624,0.075737922,0.00063622,8.8973E-05,0.048882023,14,"1,0,0,1,0,1,0,1"
116,15,144220,8497,157,9,76989,5117,101,3,0,0,0,0,0,0,0,0,144229,8497,158,9,77005,5131,101,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,158,9,3,0,101,3,234857,0,0,133,139762,235093,152883,13614,258,12,234857,234857,133,234990,0.650308601,0.057908998,0.001097438,5.10436E-05,0.048211902,0.999434018,15,4773796,3431,197,2,0,92320,5661,148,13,0,0,13,1,0,0,0,0,4876244,102448,3644,98142,5858,163,14,0.021009613,0.035569264,0.057180228,0.001591051,0.000136655,"1,0,0,1,0,1,0,1",116,15,0.650194238,0.062322107,0.000785741,9.92334E-05,0.048211902,15,"1,0,0,1,0,1,0,1"
116,16,146065,6890,251,22,77834,4250,149,18,0,0,0,0,0,0,0,0,146036,6893,250,22,77806,4251,149,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,250,22,0,0,149,18,234983,0,0,224,138844,235479,153228,11140,400,40,234983,234983,224,235207,0.650707706,0.047307828,0.001698665,0.000169867,0.04828514,0.999047647,16,4773683,3609,152,5,2,93760,4661,223,23,0,0,6,2,0,0,0,0,4876842,103159,3776,98667,4813,234,27,0.021152828,0.036603689,0.046656133,0.002268343,0.000261732,"1,0,0,1,0,1,0,1",116,16,0.64942781,0.04872708,0.00090364,0.000492648,0.04828514,16,"1,0,0,1,0,1,0,1"
116,17,147264,5579,464,38,78550,3554,214,26,0,0,0,0,0,0,0,0,147312,5581,464,38,78551,3560,213,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,464,38,4,2,213,26,234992,0,0,420,139396,235689,153345,9133,678,64,234992,234992,420,235412,0.65062434,0.038750217,0.002876672,0.000271544,0.048330629,0.998215894,17,4773851,3439,102,7,0,94434,3699,356,32,0,0,14,0,0,0,0,0,4876597,102743,3562,98521,3801,377,32,0.021068585,0.034669029,0.036995221,0.00366935,0.000311457,"1,0,0,1,0,1,0,1",116,17,0.662414084,0.039464481,0.002962894,0.000257508,0.048330629,17,"1,0,0,1,0,1,0,1"
116,18,147490,4405,701,46,79142,2753,367,27,0,0,0,0,0,0,0,0,147501,4414,699,46,79156,2748,366,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,699,46,5,0,366,27,233812,0,0,593,139362,234931,152642,7158,1068,73,233812,233812,593,234405,0.649731198,0.030468521,0.004546016,0.00031073,0.048177435,0.99747019,18,4773760,3471,102,20,2,94726,2950,631,36,0,0,33,3,0,0,0,0,4876370,102608,3631,98343,3052,684,41,0.021041882,0.035387104,0.029744269,0.006666147,0.000399579,"1,0,0,1,0,1,0,1",116,18,0.6535961,0.030595709,0.005521731,0.000372547,0.048177435,18,"1,0,0,1,0,1,0,1"
116,19,148940,3793,1151,50,79767,2244,688,18,0,0,0,0,0,0,0,0,148854,3791,1151,50,79733,2246,689,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1151,50,3,0,689,18,234620,0,0,982,138918,236651,153934,6037,1839,68,234620,234620,982,235602,0.650468411,0.025510139,0.007770937,0.000287343,0.048527818,0.995831954,19,4772974,3550,81,40,0,95710,2502,928,24,0,0,41,0,0,0,0,0,4876605,103629,3712,99164,2583,1009,24,0.021250235,0.035820089,0.024925455,0.009736657,0.000231595,"1,0,0,1,0,1,0,1",116,19,0.63956887,0.023902339,0.006186716,0.000228397,0.048527818,19,"1,0,0,1,0,1,0,1"
116,20,149546,2949,1892,67,79936,1836,1057,35,0,0,0,0,0,0,0,0,149588,2951,1888,67,79963,1839,1056,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1888,67,3,0,1056,35,234334,0,0,1582,139531,237318,154454,4785,2949,102,234334,234334,1582,235916,0.650831374,0.02016282,0.012426365,0.000429803,0.048672398,0.993294223,20,4772579,3565,72,51,0,95305,1853,1600,48,0,0,55,3,0,0,0,0,4875823,103236,3746,98806,1925,1706,51,0.021173041,0.036285792,0.018646596,0.016525243,0.000494014,"1,0,0,1,0,1,0,1",116,20,0.660932424,0.021168721,0.014681688,0.000658682,0.048672398,20,"1,0,0,1,0,1,0,1"
116,21,148847,2495,3162,72,79463,1359,1744,53,0,0,0,0,0,0,0,0,148822,2499,3156,72,79471,1360,1737,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3156,72,0,0,1737,53,232148,0,0,2596,139024,237195,154576,3854,4906,125,232148,232148,2596,234744,0.651683214,0.016248235,0.020683404,0.000526993,0.04864809,0.988941144,21,4771555,3626,43,74,6,95244,1608,2672,85,0,0,100,1,0,0,0,0,4875731,104168,3850,99609,1651,2846,92,0.021364591,0.036959527,0.015849397,0.02732125,0.000883189,"1,0,0,1,0,1,0,1",116,21,0.654491304,0.016376856,0.019255982,0.00023285,0.04864809,21,"1,0,0,1,0,1,0,1"
116,22,148235,2074,5379,170,79517,1219,2957,80,0,0,0,0,0,0,0,0,148255,2072,5377,170,79485,1221,2947,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5377,170,4,0,2947,80,231029,0,0,4477,139449,239631,155858,3293,8336,250,231029,231029,4477,235506,0.650408336,0.013741962,0.034786818,0.001043271,0.049146185,0.980989869,22,4769916,3509,31,166,4,95368,1329,4482,113,0,0,207,3,0,0,0,0,4875882,105945,3920,101292,1360,4855,120,0.021728377,0.03700033,0.012836849,0.045825664,0.001132663,"1,0,0,1,0,1,0,1",116,22,0.64321796,0.014466831,0.0305648,0.000581897,0.049146185,22,"1,0,0,1,0,1,0,1"
116,23,148774,1594,8916,252,79969,960,4933,154,0,0,0,0,0,0,0,0,148772,1596,8890,252,79977,956,4941,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8890,252,5,0,4941,153,231293,0,0,7388,139424,245552,159536,2554,13849,406,231293,231293,7388,238681,0.649703525,0.010401056,0.056399459,0.001653418,0.050359259,0.969046552,23,4766476,3663,39,277,7,95705,1101,7426,215,0,0,303,11,0,0,0,0,4876005,109495,4300,104447,1140,8006,233,0.022455883,0.0392712,0.010411434,0.073117494,0.002127951,"1,0,0,1,0,1,0,1",116,23,0.646836287,0.012111454,0.054139766,0.002113519,0.050359259,23,"1,0,0,1,0,1,0,1"
116,24,149782,1313,14482,439,79911,801,7934,203,0,0,0,0,0,0,0,0,149776,1314,14474,439,79937,802,7916,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,14474,439,2,0,7916,203,231823,0,0,12090,138882,254865,166016,2114,22416,642,231823,231823,12090,243913,0.65138799,0.008294587,0.087952445,0.002518981,0.052256353,0.950433146,24,4762586,3528,26,398,10,96227,861,11951,271,0,0,535,11,0,0,0,0,4877206,114570,4508,109310,887,12884,292,0.023490909,0.039347124,0.007741992,0.112455268,0.00254866,"1,0,0,1,0,1,0,1",116,24,0.650813679,0.009114402,0.082954334,0.002755472,0.052256353,24,"1,0,0,1,0,1,0,1"
116,25,151240,1040,23665,618,80308,585,12744,317,0,0,0,0,0,0,0,0,151215,1041,23636,615,80278,589,12715,317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,23636,615,1,0,12715,317,233120,0,0,19570,139363,270517,176563,1625,36409,935,233120,233120,19570,252690,0.652687262,0.006007016,0.134590432,0.003456345,0.055463714,0.922553326,25,4752839,3577,27,702,17,97812,668,19539,449,0,0,785,13,0,0,0,0,4877369,124452,5121,118468,695,21026,479,0.025516216,0.041148395,0.005584482,0.168948671,0.003848873,"1,0,0,0,1,0,1,1",116,25,0.650437358,0.006368934,0.13651672,0.002867351,0.055463714,25,"1,0,0,0,1,0,1,1"
116,26,153017,939,20084,445,81807,524,13561,323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270745,798,139361,270700,174485,1463,33645,768,270745,0,271543,271543,0.644569634,0.005404507,0.124288881,0.002837089,0.055495056,0,26,4761132,3604,21,389,8,98048,610,12971,311,0,0,0,0,0,0,0,0,4877912,116780,4022,111940,631,13360,319,0.023940571,0.034440829,0.005403322,0.114403151,0.002731632,"1,0,0,0,1,0,1,1",116,26,0.649372073,0.004370177,0.124812347,0.003488388,0.055495056,26,"1,0,0,0,1,0,1,1"
116,27,151237,814,13581,351,81775,480,8839,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257374,0,139119,257302,165983,1294,22420,576,257374,0,257374,257374,0.645090205,0.00502911,0.087134962,0.002238615,0.052742129,0,27,4767381,3530,21,263,10,96981,558,8753,248,0,0,0,0,0,0,0,0,4878491,111110,3824,106540,579,9016,258,0.022775485,0.034416344,0.005211052,0.081144811,0.002322023,"1,0,0,0,1,0,1,1",116,27,0.655594921,0.004357236,0.083910339,0.002181989,0.052742129,27,"1,0,0,0,1,0,1,1"
116,28,151789,777,9065,224,80916,436,5970,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249331,0,138415,249316,161855,1213,15035,363,249331,0,249331,249331,0.649196201,0.004865311,0.060304994,0.001455984,0.051096936,0,28,4770411,3661,20,166,6,97681,519,5931,149,0,0,0,0,0,0,0,0,4879275,108864,3853,104280,539,6097,155,0.022311511,0.035392784,0.004951132,0.056005658,0.001423795,"1,0,0,0,1,0,1,1",116,28,0.644117597,0.005280517,0.056447362,0.002085765,0.051096936,28,"1,0,0,0,1,0,1,1"
116,29,153550,705,5956,170,82015,391,3969,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246829,0,138812,246859,160381,1096,9925,273,246829,0,246829,246829,0.649686663,0.004439781,0.040205137,0.001105894,0.05058726,0,29,4773176,3683,14,119,0,97750,452,3830,80,0,0,0,0,0,0,0,0,4879865,106689,3816,102112,466,3949,80,0.021863105,0.035767511,0.004367835,0.037014125,0.000749843,"1,0,0,0,1,0,1,1",116,29,0.645611142,0.00481458,0.043280033,0.001040996,0.05058726,29,"1,0,0,0,1,0,1,1"
116,30,153152,523,3941,75,82167,313,2631,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242901,0,139649,242853,157691,836,6572,126,242901,0,242901,242901,0.649326959,0.003442412,0.027061638,0.000518832,0.049765296,0,30,4774060,3615,16,62,2,98599,338,2528,34,0,0,0,0,0,0,0,0,4879967,105907,3695,101499,354,2590,36,0.021702401,0.034889101,0.003342555,0.024455418,0.000339921,"1,0,0,0,1,0,1,1",116,30,0.645090147,0.002970114,0.027377055,0.000756526,0.049765296,30,"1,0,0,0,1,0,1,1"
116,31,153810,408,2644,32,82377,258,1720,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241263,0,139496,241273,156894,666,4364,56,241263,0,241263,241263,0.650275829,0.002760359,0.018087395,0.000232102,0.049440459,0,31,4774790,3680,11,52,1,98833,268,1689,25,0,0,0,0,0,0,0,0,4880072,105282,3744,100815,279,1741,26,0.021573862,0.035561634,0.002650026,0.01653654,0.000246956,"1,0,0,0,1,0,1,1",116,31,0.647960056,0.002226476,0.017866654,6.96692E-05,0.049440459,31,"1,0,0,0,1,0,1,1"
116,32,154642,358,1754,41,82649,209,1146,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240825,0,139815,240816,156795,567,2900,58,240825,0,240825,240825,0.651098764,0.002354495,0.012042389,0.000240848,0.049353842,0,32,4774533,3655,7,39,1,99030,228,1151,19,0,0,0,0,0,0,0,0,4879377,104844,3702,100428,235,1190,20,0.021487169,0.035309603,0.002241425,0.011350196,0.00019076,"1,0,0,0,1,0,1,1",116,32,0.664859371,0.003165539,0.012077488,0.000515554,0.049353842,32,"1,0,0,0,1,0,1,1"
116,33,155342,282,1145,14,82776,191,739,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240553,0,139896,240499,156783,473,1884,24,240553,0,240553,240553,0.651907077,0.001966744,0.007833712,9.97925E-05,0.049294855,0,33,4773830,3732,6,24,0,99588,227,703,15,0,0,0,0,0,0,0,0,4878785,104955,3762,100533,233,727,15,0.021512528,0.035843933,0.002219999,0.006926778,0.000142918,"1,0,0,0,1,0,1,1",116,33,0.652227109,0.001237376,0.009102174,0,0.049294855,33,"1,0,0,0,1,0,1,1"
116,34,157050,381,784,4,83487,176,485,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242342,0,139639,242373,158219,557,1269,10,242342,0,242342,242342,0.652791359,0.002298111,0.005235732,4.12587E-05,0.049678733,0,34,4773095,3655,3,14,0,100619,226,504,1,0,0,0,0,0,0,0,0,4878808,105713,3672,101350,229,518,1,0.021667793,0.034735558,0.002166243,0.00490006,9.45957E-06,"1,0,0,0,1,0,1,1",116,34,0.647491889,0.001479805,0.004692411,4.03808E-05,0.049678733,34,"1,0,0,0,1,0,1,1"
116,35,159077,283,577,2,84616,174,333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245014,0,139215,245063,159939,457,910,3,245014,0,245014,245014,0.652644422,0.001864827,0.003713331,1.22418E-05,0.050231899,0,35,4771062,3725,5,11,0,102520,185,385,0,0,0,0,0,0,0,0,0,4878633,107571,3741,103090,190,396,0,0.022049414,0.034777031,0.001766275,0.00368129,0,"1,0,0,0,1,0,1,1",116,35,0.657915288,0.003007358,0.00419808,0,0.050231899,35,"1,0,0,0,1,0,1,1"
116,36,160833,250,391,0,85604,149,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247461,0,139482,247499,161474,399,663,0,247461,0,247461,247461,0.652422838,0.001612128,0.002678799,0,0.05073619,0,36,4769620,3996,7,10,0,103337,158,249,0,0,0,0,0,0,0,0,0,4878155,108535,4013,103744,165,259,0,0.022249191,0.036974248,0.001520247,0.002386327,0,"1,0,0,0,1,0,1,1",116,36,0.653263608,0.000319268,0.001853342,0,0.05073619,36,"1,0,0,0,1,0,1,1"
116,37,162667,225,244,0,86551,140,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249996,0,139663,249996,163136,365,413,0,249996,0,249996,249996,0.652554441,0.001460023,0.001652026,0,0.051246856,0,37,4769705,3850,6,5,0,103619,154,153,0,0,0,0,0,0,0,0,0,4878270,108565,3861,103926,160,158,0,0.022254816,0.035563948,0.001473771,0.001455349,0,"1,0,0,0,1,0,1,1",116,37,0.666448773,0.000446262,0.001626821,0,0.051246856,37,"1,0,0,0,1,0,1,1"
116,38,162393,212,165,0,86651,93,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249654,0,139508,249601,162770,305,252,0,249654,0,249654,249654,0.652120785,0.00122195,0.001009611,0,0.05116343,0,38,4769319,3931,3,1,0,104322,112,91,0,0,0,0,0,0,0,0,0,4878504,109185,3935,104525,115,92,0,0.022380836,0.036039749,0.001053258,0.000842607,0,"1,0,0,0,1,0,1,1",116,38,0.651068712,0.001266892,0.001086674,0,0.05116343,38,"1,0,0,0,1,0,1,1"
116,39,163161,154,98,0,87484,67,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251023,0,139648,251033,163413,221,167,0,251023,0,251023,251023,0.650962224,0.000880362,0.000665251,0,0.051457807,0,39,4769129,3886,6,1,0,104521,106,40,0,0,0,0,0,0,0,0,0,4878424,109295,3893,104667,112,41,0,0.022403752,0.035619196,0.00102475,0.000375132,0,"1,0,0,0,1,0,1,1",116,39,0.653996402,0.000382643,0.000451758,0,0.051457807,39,"1,0,0,0,1,0,1,1"
116,40,163677,176,41,0,87500,85,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251459,0,139296,251506,163894,261,68,0,251459,0,251459,251459,0.651650458,0.001037749,0.000270371,0,0.051551964,0,40,4769715,3796,1,1,0,104261,99,34,0,0,0,0,0,0,0,0,0,4878689,108974,3798,104394,100,35,0,0.022336738,0.03485235,0.00091765,0.000321178,0,"1,0,0,0,1,0,1,1",116,40,0.644405644,0.001076177,0.000379067,0,0.051551964,40,"1,0,0,0,1,0,1,1"
116,41,163323,133,41,0,87592,79,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251230,0,139930,251198,163497,212,71,0,251230,0,251230,251230,0.650869036,0.000843956,0.000282646,0,0.051494099,0,41,4768669,3825,5,3,0,104802,104,32,0,0,0,0,0,0,0,0,0,4878190,109521,3833,104938,109,35,0,0.022451155,0.034997854,0.000995243,0.000319573,0,"1,0,0,0,1,0,1,1",116,41,0.658921282,0.000566696,0.000666525,0,0.051494099,41,"1,0,0,0,1,0,1,1"
116,42,163503,135,37,0,87997,73,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251824,0,138966,251767,163675,208,59,0,251824,0,251824,251824,0.650105057,0.000826161,0.000234344,0,0.051608921,0,42,4769239,3891,2,0,0,104421,94,22,0,0,0,0,0,0,0,0,0,4878362,109123,3893,104537,96,22,0,0.022368779,0.035675339,0.000879741,0.000201607,0,"1,0,0,0,1,0,1,1",116,42,0.643301159,0.001091541,0.000235239,0,0.051608921,42,"1,0,0,0,1,0,1,1"
116,43,164005,110,24,0,87086,66,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251282,0,139974,251312,164139,176,45,0,251282,0,251282,251282,0.653128382,0.000700325,0.00017906,0,0.051522116,0,43,4768606,3853,2,0,0,104473,79,14,0,0,0,0,0,0,0,0,0,4877750,109144,3855,104566,81,14,0,0.022375891,0.035320311,0.000742139,0.000128271,0,"1,0,0,0,1,0,1,1",116,43,0.661461585,0.000586379,0,0,0.051522116,43,"1,0,0,0,1,0,1,1"
116,44,163687,119,6,0,87369,80,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251233,0,139079,251269,163812,199,14,0,251233,0,251233,251233,0.651938759,0.00079198,5.57172E-05,0,0.051510987,0,44,4768326,3871,6,0,0,104919,83,5,0,0,0,0,0,0,0,0,0,4877969,109643,3877,105007,89,5,0,0.022477183,0.035360215,0.000811725,4.56025E-05,0,"1,0,0,0,1,0,1,1",116,44,0.639329032,0.000564197,0.000183402,0,0.051510987,44,"1,0,0,0,1,0,1,1"
116,45,163455,100,5,0,87686,75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251360,0,138545,251322,163560,175,6,0,251360,0,251360,251360,0.650798577,0.000696318,2.38738E-05,0,0.051513626,0,45,4769231,3868,3,0,0,104864,58,3,0,0,0,0,0,0,0,0,0,4878748,109517,3871,104925,61,3,0,0.022447767,0.035346111,0.000556991,2.7393E-05,0,"1,0,0,0,1,0,1,1",116,45,0.64830738,0.000798835,0,0,0.051513626,45,"1,0,0,0,1,0,1,1"
116,46,163700,100,1,0,87905,40,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251733,0,139677,251749,163801,140,4,0,251733,0,251733,251733,0.650652038,0.000556109,1.58888E-05,0,0.051601593,0,46,4768604,3941,3,0,0,105351,68,2,0,0,0,0,0,0,0,0,0,4878706,110102,3944,105421,71,2,0,0.022567869,0.035821329,0.000644857,1.8165E-05,0,"1,0,0,0,1,0,1,1",116,46,0.657602468,0.000666345,0,0,0.051601593,46,"1,0,0,0,1,0,1,1"
