Scenario,Decision Period,% Resistant Threshold,Change in % Resistant Threshold,# of Cases Tested for Resistance,Objective Function,RNG Seed,DALY,Total Cost,Annual Cost,Total: Received 1st Tx,Total: Received 1st Tx & Symptomatic,Total: Received 1st Tx & Rst to A,Total: Received 1st Tx & Rst to B,Total: Received 1st Tx & Rst to AB,Total: Sucessful 1st-line treatment,Total: Sucessful A or B,Total: Treated with M,"Total: All A, B, M",Averge size: Population size,Averge size: Prevalence,Averge size: Prevalence - Symptomatic,Averge size: Prevalence - Assymptomatic,Averge size: Prevalence - A,Averge size: Prevalence - B,Averge size: Prevalence - AB,Average ratio: Prevalence G,Average ratio: % infection symptomatic,Average ratio: % infection resistant to A,Average ratio: % infection resistant to B,Average ratio: % infection resistant to AB,Average ratio: % Received 1st Tx & Symptomatic,Average ratio: % Received 1st Tx & Rst to A,Average ratio: % Received 1st Tx & Rst to B,Average ratio: % Received 1st Tx & Rst to AB,Average ratio: Annual rate of gonorrhea cases,Average ratio: Effective life of AB
Base,364,0.05,1,5000,-109292667,264720354,10001434,9278327,185566.54,10001434,6790272,218389,637819,0,9967734,710159,9278327,9988486,4878971.517,84182.25264,1612.602802,81982.29703,1858.386868,5339.48033,0,0.017254113,0.019168756,0.022422847,0.063313502,0,0.678927533,0.022157422,0.063649515,0,0.040998042,0.071097762
Base,364,0.05,1,5000,-104152982,1047794852,9599604,8156942,163138.84,9599604,6326213,1176424,102623,6,9538572,1417745,8156942,9574687,4880483.272,94237.40385,3869.436868,89804.16495,11449.21495,1041.781209,0.063571429,0.019309004,0.041037332,0.121749959,0.010178498,6.13637E-07,0.659023397,0.122775265,0.009855494,5.60313E-07,0.039339005,0.148072203
Base,364,0.05,1,5000,-97823220,78516327,8966364,8159580,163191.6,8966364,5836745,846062,103794,0,8928102,791599,8159580,8951179,4874405.795,59360.72555,2867.614505,55966.50022,5535.722747,713.3915934,0.000274725,0.012177827,0.048287412,0.09335854,0.0106395,5.61464E-09,0.650981796,0.094445287,0.010284176,0,0.036788996,0.088435166
Base,364,0.05,1,5000,-114214613,268854662,10626584,7948773,158975.46,10626584,6963375,742900,147623,0,10570205,2655979,7948773,10604752,4878524.005,108345.8831,2228.165549,105493.6441,7508.002363,1551.517088,0.004230769,0.022208398,0.020559519,0.069774648,0.013685197,3.44469E-08,0.655334573,0.070360813,0.013317442,0,0.04356403,0.250451779
Base,364,0.05,1,5000,-119304956,1016977089,10933688,9968076,199361.52,10933688,7382038,732400,71839,1,10888871,946404,9968076,10914480,4876744.977,116516.1058,3103.13044,112770.8013,7740.524725,783.7892308,0.00043956,0.023892137,0.026644243,0.066566491,0.007221839,5.11736E-09,0.675171335,0.067127344,0.007048098,9.89345E-08,0.044840292,0.086710865
Base,364,0.05,1,5000,-94106747,1716220959,8646585,7640897,152817.94,8646585,5746082,404840,160972,0,8605017,987547,7640897,8628444,4878941.716,83097.96835,4196.141813,78394.00011,3866.044121,1568.698352,0.001263736,0.017032,0.050474658,0.04690206,0.017273302,1.36167E-08,0.664602662,0.047190145,0.017050191,0,0.035444365,0.114452502
Base,364,0.05,1,5000,-96972480,1963850046,8936569,7606790,152135.8,8936569,6360080,452096,87313,1,8879297,1308868,7606790,8915658,4875736.377,70386.24588,4344.994011,65516.39984,3548.348791,787.3454945,0.024230769,0.014435988,0.061762475,0.049004325,0.007889852,2.25082E-07,0.712105317,0.049249038,0.006956358,7.35524E-08,0.03665698,0.146805541
Base,364,0.05,1,5000,-123838857,158365550,11352078,10318077,206361.54,11352078,7737460,263382,223558,0,11308934,1015750,10318077,11333827,4879153.187,110185.0699,4510.363681,105007.9702,2552.794505,2170.002912,0.00010989,0.022582944,0.040920971,0.022745704,0.018890141,1.73376E-09,0.68161711,0.022793402,0.018891583,0,0.046533256,0.089621096
Base,364,0.05,1,5000,-109336737,445399220,10092871,8408027,168160.54,10092871,6976588,441570,196246,0,10036745,1661686,8408027,10069713,4875641.786,108997.1915,2792.385604,105611.9874,4716.228132,2143.578901,0.000274725,0.022355216,0.02561221,0.043318851,0.018186246,2.53387E-09,0.691307909,0.043776207,0.017997299,0,0.0414004,0.165018209
Base,364,0.05,1,5000,-135210860,1715577077,12467601,10534850,210697,12467601,8692423,721533,656582,122,12402132,1908495,10534850,12443345,4879149.425,119982.4681,3466.276319,115784.0068,6882.337473,6330.713022,1.202582418,0.02459051,0.028908915,0.056876547,0.051782477,9.98498E-06,0.697229903,0.057417968,0.051702664,9.67119E-06,0.051105009,0.153374756
Base,364,0.05,1,5000,-104238120,1194553697,10205005,2188070,43761.4,10205005,7059623,713211,231951,7,10119559,7985740,2188070,10173810,4878072.014,115969.6254,4279.363956,111090.9334,8059.582747,2624.891374,0.117197802,0.023773963,0.036907959,0.069546685,0.023310462,9.60592E-07,0.691821609,0.069917597,0.023408695,6.45292E-07,0.041840622,0.784931112
