Scenario,Decision Rule,Time of starting social distancing,Duration of Social Distancing,Periodicity (weeks),WTP,# CC Switch threshold if social distancing is off,# CC Switch threshold if social distancing is on,% I Switch threshold if social distancing is off,% I Switch threshold if social distancing is on,Objective Function,RNG Seed,DALY,Total Cost,Annual Cost,Number of Switches,Length of Epidemic,Total New: I,Total New: H,Total New: ICU,Total New: ICU-Queue,Total New: COVID Death | Waiting for ICU,Total New: COVID Death | Not Waiting for ICU,Total: Incident,Total: ICU-Queue,Total: ICU,Total: COVID Death | Waiting for ICU,Total: COVID-Death,Average Size: H,Average Size: ICU,Average Size: ICU-Queue,Averge size: S,Averge size: I,Averge size: Waiting for or in ICU,Averge size: Population size,Average ratio: % Susceptible,Average ratio: % Infectious,Average ratio: % Waiting for or in ICU,Average ratio: % served in ICU,Average ratio: % Death While Waiting for ICU,Average ratio: Case-fatality,Utilization (unit of time): Default,Utilization (unit of time): Social Distancing
Base,0,3,0,100000,0,0,0,0,0,-13912,1743124675,13912,0,0,0,2.997252747,757917,33862,2080,15252,13172,740,757917,15252,2080,13172,13912,387.53663,12.92857143,79.19688645,343475.6777,2348.85989,92.15750916,988287.1676,0.346662138,0.002360283,9.27682E-05,0.136375557,0.946808511,0.018355572,156,0
Base,0,3,0,100000,0,0,0,0,0,-12815,974116888,12815,0,0,0,2.997252747,695316,30636,2748,14564,11816,999,695316,14564,2748,11816,12815,348.8315018,16.52197802,66.21336996,422689.4881,3042.784799,82.78113553,989694.1099,0.426158548,0.00305726,8.33154E-05,0.188684427,0.922044479,0.018430469,156,0
Base,0,3,0,100000,0,0,0,0,0,-15094,1680896288,15094,0,0,0,2.997252747,787457,34255,2432,16737,14305,789,787457,16737,2432,14305,15094,390.3379121,15.64468864,98.60164835,332306.7656,4046.811355,114.282967,987619.2564,0.335309874,0.004069063,0.000115098,0.145306805,0.947727574,0.019168031,156,0
Base,0,3,0,100000,0,0,0,0,0,-12246,397986101,12246,0,0,0,2.978021978,714114,32418,2525,13970,11445,801,714114,13970,2525,11445,12246,372.4981685,15.70238095,78.87912088,405879.3233,2474.217033,94.62545788,990154.0623,0.409013162,0.002484923,9.51886E-05,0.180744452,0.934590887,0.017148523,155,0
Base,0,3,0,100000,0,0,0,0,0,-15366,622369628,15366,0,0,0,2.978021978,809242,35848,2184,16775,14591,775,809242,16775,2184,14591,15366,409.3223443,14.39285714,88.90201465,307892.2701,4305.665751,103.3269231,987283.1978,0.310691881,0.004329469,0.000104082,0.130193741,0.949563972,0.01898814,155,0
Base,0,3,0,100000,0,0,0,0,0,-16032,403766773,16032,0,0,0,2.997252747,821078,35694,2468,17676,15208,824,821078,17676,2468,15208,16032,407.3095238,15.97435897,99.98351648,319879.2271,5580.548535,116.0054945,987164.4643,0.322542238,0.005613273,0.000116905,0.139624349,0.948602794,0.019525551,156,0
Base,0,3,0,100000,0,0,0,0,0,-15237,910545680,15237,0,0,0,2.997252747,794245,34778,2413,16877,14464,773,794245,16877,2413,14464,15237,400.1950549,16.34157509,107.9203297,332610.7363,4773.584249,124.2985348,987610.4835,0.33552664,0.00479952,0.000125198,0.142975647,0.949268229,0.019184257,156,0
Base,0,3,0,100000,0,0,0,0,0,-13239,367025541,13239,0,0,0,2.978021978,702792,29924,3062,15172,12110,1129,702792,15172,3062,12110,13239,342.1831502,18.69322344,69.79120879,436921.0614,4021.464286,88.5467033,989743.4423,0.440296759,0.004041545,8.91321E-05,0.201819141,0.914721656,0.018837722,155,0
Base,0,3,0,100000,0,0,0,0,0,-12814,1141619942,12814,0,0,0,2.978021978,674390,28778,3207,14902,11695,1119,674390,14902,3207,11695,12814,332.6813187,20.61080586,74.21428571,467397.9368,4307.690476,94.88369963,990242.9212,0.47089472,0.004328506,9.55018E-05,0.215206013,0.912673638,0.019000875,155,0
Base,0,3,0,100000,0,0,0,0,0,-13507,65116961,13507,0,0,0,2.997252747,733967,33063,2065,14880,12815,692,733967,14880,2065,12815,13507,379.1401099,13.31684982,79.88736264,358930.7189,2326.1163,93.23076923,988529.1264,0.362333001,0.002337109,9.3827E-05,0.138776882,0.948767306,0.018402735,156,0
Base,0,3,0,100000,0,0,0,0,0,-15052,582675075,15052,0,0,0,2.978021978,760680,32656,2386,16677,14291,761,760680,16677,2386,14291,15052,373.2582418,15.49267399,95.3489011,349375.8434,3298.424908,110.8827839,987531.8141,0.352728072,0.003316092,0.000111682,0.143071296,0.949441935,0.019787559,155,0
Base,0,3,0,100000,0,0,0,0,0,-14081,1612086208,14081,0,0,0,2.997252747,741245,32241,2853,15949,13096,985,741245,15949,2853,13096,14081,369.8168498,18.1043956,78.52289377,402836.4799,4679.945971,96.67124542,989040.9524,0.406010986,0.004704597,9.73357E-05,0.178882689,0.930047582,0.018996418,156,0
Base,0,3,0,100000,0,0,0,0,0,-15026,1841024788,15026,0,0,0,2.978021978,782249,33853,2680,16869,14189,837,782249,16869,2680,14189,15026,387.4908425,17.83882784,103.5357143,350668.217,5463.325092,121.4194139,987958.0659,0.353657246,0.005493251,0.000122279,0.158871302,0.944296553,0.019208717,155,0
Base,0,3,0,100000,0,0,0,0,0,-14038,1029692538,14038,0,0,0,2.978021978,763262,33693,2429,15628,13199,839,763262,15628,2429,13199,14038,388.5009158,15.60714286,84.19871795,354015.0119,3834.162088,99.84981685,988502.1767,0.357091949,0.003853536,0.000100523,0.155426158,0.940233652,0.018392112,155,0
Base,0,3,0,100000,0,0,0,0,0,-13306,1084664699,13306,0,0,0,2.997252747,766292,34445,2893,15290,12397,909,766292,15290,2893,12397,13306,398.717033,19.31227106,86.57051282,377709.8892,5618.777473,105.9423077,989611.2381,0.380480726,0.005645981,0.000106636,0.189208633,0.931684954,0.017364138,156,0
Base,0,3,0,100000,0,0,0,0,0,-13287,698033606,13287,0,0,0,2.997252747,769215,34952,2266,14849,12583,704,769215,14849,2266,12583,13287,400.6849817,14.92948718,93.48168498,355172.3883,4072.836996,108.4478022,989228.7537,0.357994294,0.004091289,0.000109145,0.152602869,0.94701588,0.017273454,156,0
Base,0,3,0,100000,0,0,0,0,0,-15238,1224488252,15238,0,0,0,2.997252747,805461,35313,2505,16861,14356,882,805461,16861,2505,14356,15238,404.5714286,15.72985348,89.70421245,317896.5696,4269.156593,105.4752747,987504.4551,0.320701833,0.00429302,0.000106241,0.148567701,0.942118388,0.018918359,156,0
Base,0,3,0,100000,0,0,0,0,0,-14526,1201121726,14526,0,0,0,2.997252747,760320,33386,2634,16167,13533,993,760320,16167,2634,13533,14526,378.1401099,16.41483516,78.22802198,356391.7042,3832.558608,94.69413919,988100.0504,0.359614394,0.00385345,9.53638E-05,0.162924476,0.931639818,0.019105114,156,0
Base,0,3,0,100000,0,0,0,0,0,-13489,265663504,13489,0,0,0,2.978021978,710000,30997,2276,14925,12649,840,710000,14925,2276,12649,13489,355.5613553,14.82234432,81.87728938,415349.5385,2628.952381,96.72710623,989243.2821,0.418788668,0.002641432,9.73476E-05,0.152495812,0.937727037,0.018998592,155,0
Base,0,3,0,100000,0,0,0,0,0,-13758,1362093157,13758,0,0,0,2.997252747,708124,30430,2622,15427,12805,953,708124,15427,2622,12805,13758,349.1593407,16.70604396,75.69505495,413614.1557,3029.324176,92.44413919,988962.989,0.417174177,0.003044837,9.30628E-05,0.169961755,0.930731211,0.019428801,156,0
Base,0,3,0,100000,0,0,0,0,0,-14408,1395089249,14408,0,0,0,2.997252747,722540,30960,2732,16195,13463,945,722540,16195,2732,13463,14408,356.6593407,17.29578755,83.32326007,398341.0064,3471.34707,100.6739927,988378.4011,0.401922636,0.00349018,0.000101385,0.168694041,0.934411438,0.019940765,156,0
Base,0,3,0,100000,0,0,0,0,0,-11854,456876785,11854,0,0,0,2.997252747,744189,34956,2111,13333,11222,632,744189,13333,2111,11222,11854,401.0924908,14.70238095,84.95787546,375120.8388,3060.65293,99.6996337,990400.6035,0.377890408,0.003072612,0.000100259,0.158328958,0.946684663,0.015928749,156,0
Base,0,3,0,100000,0,0,0,0,0,-14468,1975391432,14468,0,0,0,2.978021978,750218,32834,2518,16110,13592,876,750218,16110,2518,13592,14468,376.0531136,16.56776557,93.31776557,380708.5797,3408.938645,109.9294872,988437.5256,0.383946986,0.003426967,0.000110703,0.156300435,0.939452585,0.019285061,155,0
Base,0,3,0,100000,0,0,0,0,0,-15141,1890924332,15141,0,0,0,2.93956044,818162,36457,2517,16864,14347,794,818162,16864,2517,14347,15141,422.489011,17.12271062,103.7664835,329976.5055,5888.294872,120.9377289,988046.1117,0.332505885,0.005920438,0.000121808,0.149252846,0.947559606,0.018506115,153,0
Base,0,3,0,100000,0,0,0,0,0,-14007,448559423,14007,0,0,0,2.997252747,672214,27654,3255,16234,12979,1028,672214,16234,3255,12979,14007,316.3827839,21.89652015,96.78754579,462292.8297,4749.206044,118.7362637,989210.1218,0.466176174,0.004774346,0.000119554,0.200505113,0.926608125,0.020837114,156,0
Base,0,3,0,100000,0,0,0,0,0,-13709,702760998,13709,0,0,0,2.997252747,759861,34400,1963,15021,13058,651,759861,15021,1963,13058,13709,395.2820513,13.18040293,85.10622711,330104.2418,2223.682234,98.31501832,988256.0678,0.3332837,0.002234043,9.89565E-05,0.130683709,0.952512948,0.018041458,156,0
Base,0,3,0,100000,0,0,0,0,0,-12852,74654079,12852,0,0,0,2.997252747,691432,29771,3221,15019,11798,1054,691432,15019,3221,11798,12852,338.2564103,21.28754579,81.55586081,462764.5861,4592.380037,102.8910256,990401.6364,0.466041624,0.004614511,0.000103548,0.214461682,0.917989418,0.018587511,156,0
Base,0,3,0,100000,0,0,0,0,0,-14010,2137389542,14010,0,0,0,2.978021978,749479,33488,2065,15344,13279,731,749479,15344,2065,13279,14010,387.9413919,12.41208791,73.96336996,347120.8929,2179.792125,86.41025641,988107.3031,0.350454877,0.002190593,8.69834E-05,0.134580292,0.947822984,0.018692985,155,0
Base,0,3,0,100000,0,0,0,0,0,-14337,1545170018,14337,0,0,0,2.997252747,737630,32165,2120,15751,13631,706,737630,15751,2120,13631,14337,369.8479853,13.98351648,92.71336996,362443.0788,2161.298535,106.7362637,987976.8434,0.365953406,0.002172104,0.000107468,0.134594629,0.950756783,0.019436574,156,0
Base,0,3,0,100000,0,0,0,0,0,-14684,1116600888,14684,0,0,0,2.978021978,711189,30145,2423,16248,13825,859,711189,16248,2423,13825,14684,343.5228938,15.73717949,85.64468864,414289.2967,2848.389194,101.4194139,988275.7564,0.418014878,0.002863604,0.000102133,0.149126046,0.941500953,0.020647113,155,0
Base,0,3,0,100000,0,0,0,0,0,-14286,543939572,14286,0,0,0,2.997252747,736110,32025,2258,15833,13575,711,736110,15833,2258,13575,14286,365.8974359,15.26373626,93.31959707,365566.0293,2303.567766,108.6236264,988061.4725,0.369074644,0.00231513,0.00010936,0.142613529,0.950230995,0.019407426,156,0
Base,0,3,0,100000,0,0,0,0,0,-15791,414696500,15791,0,0,0,2.997252747,813832,35549,2393,17346,14953,838,813832,17346,2393,14953,15791,410.1465201,15.11904762,92.81501832,296948.4487,5154.753663,107.9688645,986773.2582,0.299802903,0.005184938,0.000108784,0.137956878,0.946931797,0.019403268,156,0
Base,0,3,0,100000,0,0,0,0,0,-13231,1001394759,13231,0,0,0,2.997252747,724361,31984,2880,15146,12266,965,724361,15146,2880,12266,13231,366.4075092,19.00457875,82.38736264,418820.3553,4656.345238,101.4441392,989778.1337,0.421965641,0.004678964,0.000102097,0.190149214,0.927065226,0.018265754,156,0
Base,0,3,0,100000,0,0,0,0,0,-12485,1509382900,12485,0,0,0,2.997252747,679571,29847,2768,14395,11627,858,679571,14395,2768,11627,12485,343.1941392,18.77014652,88.90567766,448369.5806,3341.663919,107.735348,990252.2665,0.451806491,0.003356532,0.000108382,0.192288989,0.931277533,0.018371885,156,0
Base,0,3,0,100000,0,0,0,0,0,-12404,524899953,12404,0,0,0,2.997252747,746718,34342,2557,14188,11631,773,746718,14188,2557,11631,12404,391.8937729,17.23901099,89.0540293,374404.6905,3970.680403,106.3452381,989986.8471,0.377277797,0.003987901,0.000106986,0.180222723,0.937681393,0.016611358,156,0
Base,0,3,0,100000,0,0,0,0,0,-14824,1677607159,14824,0,0,0,2.997252747,699621,29386,2634,16466,13832,992,699621,16466,2634,13832,14824,333.235348,16.62454212,81.01098901,424277.9277,3238.893773,97.67857143,988180.3352,0.428178305,0.003257032,9.83861E-05,0.159965991,0.933081489,0.021188615,156,0
Base,0,3,0,100000,0,0,0,0,0,-13785,1981278364,13785,0,0,0,2.978021978,771400,34900,2392,15472,13080,705,771400,15472,2392,13080,13785,396.7655678,16.83333333,100.6804029,353692.0998,3936.076923,117.5613553,988847.8288,0.356589767,0.003955037,0.000118319,0.154601861,0.948857454,0.017870106,155,0
Base,0,3,0,100000,0,0,0,0,0,-12883,768956705,12883,0,0,0,2.997252747,690604,30516,2647,14713,12066,817,690604,14713,2647,12066,12883,352.4972527,17.97619048,93.73260073,425721.1914,3787.229853,111.760989,989639.6044,0.429257567,0.003804705,0.000112456,0.179908924,0.936583094,0.018654685,156,0
Base,0,3,0,100000,0,0,0,0,0,-15358,1067823095,15358,0,0,0,2.997252747,754893,31859,2627,17144,14517,841,754893,17144,2627,14517,15358,366.2710623,17.01098901,97.85714286,373169.4908,4274.957875,114.9102564,987655.6648,0.376557646,0.004298834,0.000115749,0.153231451,0.945240266,0.020344605,156,0
Base,0,3,0,100000,0,0,0,0,0,-15758,1173312629,15758,0,0,0,2.997252747,769204,32762,2339,17292,14953,805,769204,17292,2339,14953,15758,370.1840659,14.81135531,89.97619048,354860.4771,3427.072344,104.8260073,987182.3315,0.358184101,0.003447038,0.000105612,0.135264862,0.948914837,0.020486113,156,0
Base,0,3,0,100000,0,0,0,0,0,-11942,351952211,11942,0,0,0,2.997252747,722297,33166,2253,13525,11272,670,722297,13525,2253,11272,11942,381.1639194,15.97619048,95.75824176,398199.3544,2947.862637,111.7738095,990397.2793,0.401179537,0.002959621,0.000112404,0.166580407,0.943895495,0.016533365,156,0
Base,0,3,0,100000,0,0,0,0,0,-14221,2123073479,14221,0,0,0,2.997252747,730329,32030,2231,15718,13487,734,730329,15718,2231,13487,14221,365.0320513,14.04945055,90.45970696,388417.3297,2297.92674,104.5503663,988465.1859,0.391860706,0.002309266,0.000105267,0.141939178,0.948386189,0.019472046,156,0
Base,0,3,0,100000,0,0,0,0,0,-15466,2033249307,15466,0,0,0,2.997252747,791560,34670,2247,16798,14551,915,791560,16798,2247,14551,15466,401.8195971,13.41666667,77.00091575,310894.8526,2797.461538,90.44688645,986900.4405,0.314007829,0.002813444,9.11186E-05,0.133765925,0.940837967,0.019538633,156,0
Base,0,3,0,100000,0,0,0,0,0,-15495,1476170739,15495,0,0,0,2.997252747,767900,33091,2647,17201,14554,941,767900,17201,2647,14554,15495,376.5760073,16.996337,91.67124542,363288.0247,4201.876374,108.706044,987561.489,0.366543847,0.004226421,0.000109515,0.153886402,0.939270732,0.020178409,156,0
Base,0,3,0,100000,0,0,0,0,0,-14235,1977720884,14235,0,0,0,2.978021978,779401,34610,2730,15900,13170,1065,779401,15900,2730,13170,14235,398.6849817,16.68589744,71.73534799,361936.5037,4791.290293,88.46428571,988742.772,0.36477017,0.004816975,8.90838E-05,0.171698113,0.925184405,0.018264026,155,0
Base,0,3,0,100000,0,0,0,0,0,-13077,541604484,13077,0,0,0,2.997252747,719833,31602,2775,14910,12135,942,719833,14910,2775,12135,13077,361.5384615,17.81410256,79.72710623,420161.4286,3804.35348,97.60347985,989834.2344,0.42333607,0.003822837,9.82349E-05,0.1861167,0.92796513,0.018166714,156,0
Base,0,3,0,100000,0,0,0,0,0,-13900,411485192,13900,0,0,0,2.997252747,710436,30280,2308,15477,13169,731,710436,15477,2308,13169,13900,344.760989,15.3507326,92.40659341,403489.2042,2540.510073,107.8031136,988668.783,0.407105695,0.002552991,0.000108523,0.149124507,0.947410072,0.01956545,156,0
Base,0,3,0,100000,0,0,0,0,0,-13046,307811334,13046,0,0,0,2.997252747,706804,31257,2643,14866,12223,823,706804,14866,2643,12223,13046,359.3415751,17.92307692,95.33424908,417596.7363,2994.918498,113.3086081,989615.4826,0.420971277,0.003008797,0.000114013,0.177788242,0.93691553,0.018457734,156,0
Base,0,3,0,100000,0,0,0,0,0,-13632,699740192,13632,0,0,0,2.997252747,674663,28223,3154,15526,12372,1260,674663,15526,3154,12372,13632,321.456044,18.88095238,63.58424908,465294.511,3696.962454,82.51373626,989544.7198,0.469027027,0.003716633,8.30935E-05,0.203143115,0.907570423,0.020205643,156,0
Base,0,3,0,100000,0,0,0,0,0,-14173,1661139922,14173,0,0,0,2.997252747,765237,35081,1868,15234,13366,807,765237,15234,1868,13366,14173,403.0338828,11.26831502,63.08424908,326744.848,2070.199634,74.38095238,987846.8654,0.329960666,0.002080894,7.48854E-05,0.122620454,0.943060749,0.018521059,156,0
Base,0,3,0,100000,0,0,0,0,0,-15756,208523392,15756,0,0,0,2.997252747,776051,33129,2374,17350,14976,780,776051,17350,2374,14976,15756,377.3424908,15.61355311,98.50641026,352877.7372,3513.6163,114.1620879,987273.7454,0.356087888,0.003533523,0.000115037,0.136829971,0.95049505,0.020302789,156,0
Base,0,3,0,100000,0,0,0,0,0,-14849,1907493879,14849,0,0,0,2.997252747,774108,33510,2677,16477,13800,1049,774108,16477,2677,13800,14849,383.8956044,15.54120879,70.97161172,337424.8324,4432.139194,86.54395604,987665.0531,0.340588002,0.004457009,8.71787E-05,0.162468896,0.929355512,0.019182078,156,0
Base,0,3,0,100000,0,0,0,0,0,-15670,1704318441,15670,0,0,0,2.997252747,844869,38049,2340,17181,14841,829,844869,17181,2340,14841,15670,439.3479853,14.99084249,91.88919414,273373.0577,5479.512821,106.9166667,986934.217,0.275783138,0.005510678,0.000107721,0.136196962,0.947096362,0.018547254,156,0
Base,0,3,0,100000,0,0,0,0,0,-13731,1446673042,13731,0,0,0,2.978021978,724313,32081,2350,15254,12904,827,724313,15254,2350,12904,13731,367.0970696,14.53205128,81.3470696,389260.5998,2315.835165,95.92124542,988774.9432,0.39269183,0.002327152,9.65458E-05,0.154057952,0.93977132,0.018957274,155,0
Base,0,3,0,100000,0,0,0,0,0,-14407,996988253,14407,0,0,0,2.997252747,778244,34524,2693,16207,13514,893,778244,16207,2693,13514,14407,398.1456044,17.21336996,90.03571429,354758.8883,5085.587912,107.2957875,988465.4744,0.357676727,0.005112581,0.000108038,0.166162769,0.938016242,0.018512189,156,0
Base,0,3,0,100000,0,0,0,0,0,-14584,2093366396,14584,0,0,0,2.978021978,714225,30323,2362,16201,13839,745,714225,16201,2362,13839,14584,346.7875458,15.66391941,95.57600733,402449.9881,2695.888278,111.2738095,988176.3773,0.406172907,0.002709957,0.000112049,0.14579347,0.948916621,0.020419336,155,0
Base,0,3,0,100000,0,0,0,0,0,-15975,1518982661,15975,0,0,0,2.997252747,835942,36778,2406,17464,15058,917,835942,17464,2406,15058,15975,421.260989,15.11813187,93.86904762,304504.2821,5339.466117,109.025641,987128.7051,0.306982254,0.005370897,0.000109862,0.137769125,0.942597809,0.019110178,156,0
Base,0,3,0,100000,0,0,0,0,0,-14628,868890498,14628,0,0,0,2.978021978,757080,32858,2445,16305,13860,768,757080,16305,2445,13860,14628,375.8205128,15.81318681,93.59615385,381419.3874,3576.517399,109.4432234,988430.1584,0.384568652,0.003595354,0.000110208,0.149954002,0.947497949,0.019321604,155,0
Base,0,3,0,100000,0,0,0,0,0,-13983,1425352272,13983,0,0,0,2.997252747,729054,31399,3099,16109,13010,973,729054,16109,3099,13010,13983,356.4954212,21.24175824,93.97985348,419342.2179,5189.809524,115.2847985,989277.4075,0.422594908,0.005217044,0.000116082,0.192376932,0.930415505,0.019179649,156,0
Base,0,3,0,100000,0,0,0,0,0,-12614,1094410005,12614,0,0,0,2.997252747,715570,32121,2906,14520,11614,1000,715570,14520,2906,11614,12614,368.1034799,18.57417582,76.55952381,428066.3974,4106.831502,95.18589744,990273.717,0.431149628,0.00412583,9.57919E-05,0.200137741,0.920723006,0.017627905,156,0
Base,0,3,0,100000,0,0,0,0,0,-12450,653746336,12450,0,0,0,2.958791209,713700,32115,2892,14446,11554,896,713700,14446,2892,11554,12450,369.6620879,19.69871795,84.68772894,429968.011,4557.377289,104.4423077,990452.3553,0.433018006,0.004577599,0.000105095,0.200193825,0.928032129,0.017444304,154,0
Base,0,3,0,100000,0,0,0,0,0,-14970,1246213267,14970,0,0,0,2.997252747,777146,33816,2789,16855,14065,905,777146,16855,2789,14065,14970,386.790293,18.54761905,96.45421245,368062.6245,5697.771062,115.0467033,988280.5998,0.371033092,0.005729313,0.000115882,0.165470187,0.939545758,0.01926279,156,0
Base,0,3,0,100000,0,0,0,0,0,-13481,408779031,13481,0,0,0,2.997252747,722897,31509,2849,15412,12563,918,722897,15412,2849,12563,13481,358.8608059,18.3525641,84.89285714,408627.9799,4029.134615,103.2967033,989339.8434,0.411920384,0.004049031,0.000103969,0.184855956,0.931904161,0.018648576,156,0
Base,0,3,0,100000,0,0,0,0,0,-14657,2247861,14657,0,0,0,2.978021978,765691,33812,2417,16325,13908,749,765691,16325,2417,13908,14657,386.4789377,16.76648352,106.1391941,361509.8535,4761.880037,122.952381,988186.1136,0.364632808,0.00478658,0.000123803,0.14805513,0.948898137,0.019142187,155,0
Base,0,3,0,100000,0,0,0,0,0,-11189,1448334734,11189,0,0,0,2.997252747,673425,30539,2986,13113,10127,1062,673425,13113,2986,10127,11189,350.6794872,19.33882784,65.42490842,464606.4982,3434.680403,84.81593407,991445.5119,0.467694793,0.003448679,8.52968E-05,0.227712957,0.905085352,0.016615065,156,0
Base,0,3,0,100000,0,0,0,0,0,-14113,42923199,14113,0,0,0,2.978021978,766708,34255,2093,15480,13387,726,766708,15480,2093,13387,14113,391.0659341,13.28571429,81.84340659,349236.0879,2351.127289,95.16758242,988381.5623,0.352294264,0.002363008,9.58115E-05,0.135206718,0.948558067,0.018407268,155,0
