Scenario,Decision Rule,Time of starting social distancing,Duration of Social Distancing,Periodicity (weeks),WTP,# CC Switch threshold if social distancing is off,# CC Switch threshold if social distancing is on,% I Switch threshold if social distancing is off,% I Switch threshold if social distancing is on,Objective Function,RNG Seed,DALY,Total Cost,Annual Cost,Number of Switches,Length of Epidemic,Total New: I,Total New: H,Total New: ICU,Total New: ICU-Queue,Total New: COVID Death | Waiting for ICU,Total New: COVID Death | Not Waiting for ICU,Total: Incident,Total: Hospitalized,Total: ICU-Queue,Total: ICU,Total: COVID Death | Waiting for ICU,Total: COVID-Death,Average Size: H,Average Size: ICU,Average Size: ICU-Queue,Averge size: S,Averge size: I,Averge size: Waiting for or in ICU,Averge size: Population size,Average ratio: % Susceptible,Average ratio: % Infectious,Average ratio: % Waiting for or in ICU,Average ratio: % served in ICU,Average ratio: % Death While Waiting for ICU,Average ratio: Hospitalization rate,Average ratio: Deth rate,Utilization (unit of time): Default,Utilization (unit of time): Social Distancing
D:1| P: 12.0,1,0.096153846,151,12,0,0,0,50,0,-357.00144,1792860753,357,72,24,12,2.978021978,25781,2885,1188,1188,0,357,25781,2885,1188,1188,0,357,34.13369963,6.561355311,0.907509158,987173.2921,157.8626374,7.64010989,999978.4744,0.987194553,0.000158002,7.82816E-06,1,0,1.8494E-05,2.28852E-06,155,72
D:1| P: 12.0,1,0.096153846,151,12,0,0,0,50,0,-345.00144,689615988,345,72,24,12,2.958791209,25563,2555,1125,1125,0,345,25563,2555,1125,1125,0,345,28.28113553,6.672161172,0.837912088,987733.3361,177.1181319,7.700549451,1000002.28,0.987730735,0.000177253,7.90115E-06,1,0,1.63781E-05,2.21154E-06,154,72
D:1| P: 12.0,1,0.096153846,151,12,0,0,0,50,0,-739.00144,760080204,739,72,24,12,2.978021978,42698,4465,2183,2183,0,739,42698,4465,2183,2183,0,739,49.58882784,11.4532967,1.775641026,977719.9277,286.8498168,13.47619048,999786.1016,0.977927596,0.000286934,1.36744E-05,1,0,2.86277E-05,4.73819E-06,155,72
D:1| P: 12.0,1,0.096153846,151,12,0,0,0,50,0,-1812.00144,1300131954,1812,72,24,12,2.92032967,109658,11339,4694,4897,195,1617,109658,11339,4897,4694,195,1812,114.9386447,28.58333333,4.993589744,952624.4176,623.1712454,33.80677656,999390.6951,0.953178241,0.000623571,3.40462E-05,0.958546049,0.107615894,7.27385E-05,1.1624E-05,152,72
D:1| P: 12.0,1,0.096153846,151,12,0,0,0,50,0,-443.00144,1985900927,443,72,24,12,2.978021978,27496,2876,1305,1305,0,443,27496,2876,1305,1305,0,443,32.72435897,6.667582418,1.014652015,987844.4881,182.1794872,7.866300366,999971.369,0.987871243,0.000182289,8.04791E-06,1,0,1.84366E-05,2.83987E-06,155,72
D:1| P: 12.0,1,0.096153846,151,12,0,0,0,50,0,-1136.00144,1564979900,1136,72,24,12,2.93956044,59507,6241,2924,2927,0,1136,59507,6241,2927,2924,0,1136,77.63278388,18.29120879,2.445970696,973084.0678,390.0201465,20.97985348,999658.0421,0.973408972,0.000390226,2.12005E-05,0.99897506,0,4.00218E-05,7.28498E-06,153,72
D:1| P: 12.0,1,0.096153846,151,12,0,0,0,50,0,-418.00142,927272891,418,71,23.66666667,11,2.93956044,23256,2497,1116,1116,0,418,23256,2497,1116,1116,0,418,31.56959707,6.635531136,0.848901099,987922.4863,141.5155678,7.644688645,999947.6447,0.987974558,0.000141652,7.82199E-06,1,0,1.60072E-05,2.67964E-06,153,71
D:1| P: 12.0,1,0.096153846,151,12,0,0,0,50,0,-885.00144,1460999627,885,72,24,12,2.92032967,57007,5733,2617,2618,0,885,57007,5733,2618,2617,0,885,74.86446886,16.95512821,2.184065934,978236.2033,417.3956044,19.34981685,999836.4203,0.978386958,0.000417393,1.95673E-05,0.999618029,0,3.67584E-05,5.67446E-06,152,72
D:1| P: 12.0,1,0.096153846,151,12,0,0,0,50,0,-301.00136,264651982,301,68,22.66666667,11,2.958791209,21633,2334,912,912,0,301,21633,2334,912,912,0,301,26.93315018,4.902930403,0.666666667,989634.837,128.9661172,5.753663004,999995.228,0.989639361,0.000129118,5.9122E-06,1,0,1.49616E-05,1.9295E-06,154,68
D:1| P: 12.0,1,0.096153846,151,12,0,0,0,50,0,-522.00144,38305031,522,72,24,12,2.901098901,29421,2995,1439,1439,0,522,29421,2995,1439,1439,0,522,36.77014652,8.600732601,1.139194139,985195.1273,169.2335165,9.917582418,999886.5229,0.985306426,0.000169371,1.00944E-05,1,0,1.92009E-05,3.34655E-06,151,72
D:1| P: 12.0,1,0.096153846,151,12,0,0,0,50,0,-354.00138,373883533,354,69,23,11,2.901098901,21799,2232,1056,1056,0,354,21799,2232,1056,1056,0,354,23.6996337,6.22985348,0.793040293,989563.3068,163.7783883,7.194139194,999986.5614,0.989576331,0.000163898,7.38071E-06,1,0,1.43079E-05,2.26926E-06,151,69
D:1| P: 12.0,1,0.096153846,151,12,0,0,0,50,0,-1018.00144,1660217317,1018,72,24,12,2.958791209,65232,6522,2603,2605,0,1018,65232,6522,2605,2603,0,1018,67.20787546,15.15018315,2.174908425,973716.3168,397.8250916,17.51923077,999753.0321,0.97394616,0.000398047,1.77284E-05,0.999232246,0,4.18211E-05,6.52772E-06,154,72
D:1| P: 12.0,1,0.096153846,151,12,0,0,0,50,0,-469.00144,2033219265,469,72,24,12,2.843406593,32144,3158,1442,1442,0,469,32144,3158,1442,1442,0,469,40.57142857,8.159340659,1.129120879,983932.0266,185.996337,9.466117216,999934.3883,0.983996299,0.000186084,9.65297E-06,1,0,2.02449E-05,3.00661E-06,148,72
D:1| P: 12.0,1,0.096153846,151,12,0,0,0,50,0,-444.00144,1564278861,444,72,24,11,2.862637363,29786,3017,1367,1367,0,444,29786,3017,1367,1367,0,444,31.90567766,6.881868132,1.053113553,985404.4295,176.8287546,8.124542125,999936.7033,0.985466378,0.000176941,8.32075E-06,1,0,1.9341E-05,2.84635E-06,149,72
D:1| P: 12.0,1,0.096153846,151,12,0,0,0,50,0,-584.00144,2077805916,584,72,24,12,2.93956044,28692,2877,1428,1428,0,584,28692,2877,1428,1428,0,584,29.43406593,9.301282051,1.106227106,986367.9469,207.3699634,10.61996337,999878.7299,0.986486323,0.000207497,1.08147E-05,1,0,1.84447E-05,3.74407E-06,153,72
D:1| P: 12.0,1,0.096153846,151,12,0,0,0,50,0,-621.00144,655978665,621,72,24,12,2.901098901,39737,4045,1891,1892,0,621,39737,4045,1892,1891,0,621,42.503663,9.269230769,1.510989011,980663.0723,285.5723443,11.01282051,999854.685,0.980803796,0.000285701,1.12213E-05,0.999471459,0,2.59335E-05,3.98139E-06,151,72
D:1| P: 12.0,1,0.096153846,151,12,0,0,0,50,0,-339.0012,1698759184,339,60,20,10,2.958791209,19180,1953,905,907,0,339,19180,1953,907,905,0,339,23.52838828,4.363553114,0.668498168,990079.7088,135.3534799,5.185897436,999975.9661,0.990103818,0.000135555,5.35327E-06,0.997794928,0,1.25195E-05,2.17313E-06,154,60
D:1| P: 12.0,1,0.096153846,151,12,0,0,0,50,0,-2910.00144,166837900,2910,72,24,12,2.958791209,147125,13580,6360,7153,792,2118,147125,13580,7153,6360,792,2910,164.7179487,36.68772894,9.893772894,934025.6319,946.8571429,46.78021978,998909.6548,0.934987256,0.000947544,4.70396E-05,0.889137425,0.272164948,8.71584E-05,1.86783E-05,154,72
D:1| P: 12.0,1,0.096153846,151,12,0,0,0,50,0,-5408.00144,970221598,5408,72,24,12,2.997252747,210989,21118,7009,9912,2903,2505,210989,21118,9912,7009,2903,5408,202.4514652,44.08699634,20.9029304,901355.783,1547.28663,65.1529304,997734.75,0.903228127,0.001549907,6.55038E-05,0.70712268,0.536797337,0.000135706,3.4757E-05,156,72
D:1| P: 12.0,1,0.096153846,151,12,0,0,0,50,0,-435.00122,106202474,435,61,20.33333333,11,2.93956044,23548,2310,1170,1175,0,435,23548,2310,1175,1170,0,435,25.08791209,6.778388278,0.899267399,989418.4258,160.7628205,7.855311355,999956.1044,0.989460553,0.000161128,8.03516E-06,0.995744681,0,1.48084E-05,2.78861E-06,153,61
D:1| P: 12.0,1,0.096153846,151,12,0,0,0,50,0,-463.00138,158747485,463,69,23,11,2.958791209,27716,2914,1309,1309,0,463,27716,2914,1309,1309,0,463,34.84432234,8.063186813,1.015567766,987018.9652,171.996337,9.260989011,999943.1859,0.987074148,0.000172133,9.44706E-06,1,0,1.86806E-05,2.96814E-06,154,69
D:1| P: 12.0,1,0.096153846,151,12,0,0,0,50,0,-3687.00144,366625053,3687,72,24,12,2.92032967,162773,17361,6245,7383,1137,2550,162773,17361,7383,6245,1137,3687,222.7087912,33.5485348,9.602564103,923795.631,1099.022894,43.3543956,998502.1511,0.925096951,0.001100085,4.36298E-05,0.845862116,0.308380797,0.000111471,2.3675E-05,152,72
D:1| P: 12.0,1,0.096153846,151,12,0,0,0,50,0,-8427.00144,1465422116,8427,72,24,12,2.92032967,274808,27046,6321,12334,6013,2414,274808,27046,12334,6321,6013,8427,335.7344322,37.37087912,30.31776557,842611.5476,1464.694139,67.87728938,995406.0797,0.846123746,0.001469371,6.83109E-05,0.512485812,0.713539813,0.000174084,5.42506E-05,152,72
D:1| P: 12.0,1,0.096153846,151,12,0,0,0,50,0,-7797.00144,908619552,7797,72,24,12,2.958791209,234410,22224,7409,12683,5274,2523,234410,22224,12683,7409,5274,7797,279.1227106,38.98992674,25.9981685,869160.0156,1501.630952,65.18040293,995873.1786,0.872472496,0.001506063,6.56112E-05,0.584167784,0.676414005,0.000143004,5.01774E-05,154,72
D:1| P: 12.0,1,0.096153846,151,12,0,0,0,50,0,-383.00128,811587135,383,64,21.33333333,11,2.978021978,23738,2287,1045,1047,0,383,23738,2287,1047,1045,0,383,24.07234432,7.052197802,0.803113553,988534.435,131.3388278,8.012820513,999976.7134,0.988557165,0.000131529,8.17768E-06,0.99808978,0,1.46606E-05,2.45519E-06,155,64
D:1| P: 12.0,1,0.096153846,151,12,0,0,0,50,0,-251.0012,1233061610,251,60,20,10,2.92032967,17844,1730,828,830,0,251,17844,1730,830,828,0,251,20.6043956,5.583333333,0.588827839,990915.369,135.2335165,6.337912088,1000041.957,0.990874165,0.000135417,6.50932E-06,0.997590361,0,1.10892E-05,1.6089E-06,152,60
D:1| P: 12.0,1,0.096153846,151,12,0,0,0,50,0,-408.00132,1747817354,408,66,22,11,2.92032967,21782,2131,1036,1039,0,408,21782,2131,1039,1036,0,408,23.22069597,6.644688645,0.77014652,989359.6145,160.8782051,7.591575092,999938.131,0.989420557,0.000161024,7.77542E-06,0.997112608,0,1.36611E-05,2.61556E-06,152,66
D:1| P: 12.0,1,0.096153846,151,12,0,0,0,50,0,-456.00144,1570157636,456,72,24,12,2.997252747,24630,2561,1177,1178,0,456,24630,2561,1178,1177,0,456,30.43864469,6.077838828,0.875457875,987853.1502,178.9606227,7.164835165,999932.5586,0.987919474,0.00017907,7.36739E-06,0.999151104,0,1.64178E-05,2.92329E-06,156,72
D:1| P: 12.0,1,0.096153846,151,12,0,0,0,50,0,-273.00122,815714656,273,61,20.33333333,11,2.997252747,20971,1982,807,811,0,273,20971,1982,811,807,0,273,22.26282051,5.178571429,0.586996337,990217.2802,131.6840659,5.922161172,1000038.512,0.990178751,0.000132039,6.0885E-06,0.995067818,0,1.27046E-05,1.74993E-06,156,61
D:1| P: 12.0,1,0.096153846,151,12,0,0,0,50,0,-1427.00144,1738444546,1427,72,24,12,2.978021978,97779,10461,4223,4224,0,1427,97779,10461,4224,4223,0,1427,105.5228938,22.87179487,3.634615385,957691.3278,716.3278388,26.75,999552.2125,0.958100734,0.000716424,2.69668E-05,0.999763258,0,6.70933E-05,9.15244E-06,155,72
D:1| P: 12.0,1,0.096153846,151,12,0,0,0,50,0,-2170.00144,1087093987,2170,72,24,12,2.92032967,107973,11124,4859,5165,304,1866,107973,11124,5165,4859,304,2170,139.0750916,30.35531136,5.547619048,948409.0962,704.6309524,36.11355311,999149.0824,0.949187437,0.00070496,3.63427E-05,0.940755082,0.140092166,7.13731E-05,1.39233E-05,152,72
D:1| P: 12.0,1,0.096153846,151,12,0,0,0,50,0,-232.0012,1518914374,232,60,20,10,2.958791209,16147,1605,744,745,0,232,16147,1605,745,744,0,232,16.51282051,4.10989011,0.538461538,991407.3535,112.8772894,4.8003663,1000027.803,0.991380538,0.000113052,4.94497E-06,0.998657718,0,1.02882E-05,1.48715E-06,154,60
D:1| P: 12.0,1,0.096153846,151,12,0,0,0,50,0,-304.00134,1582607114,304,67,22.33333333,11,2.901098901,21925,2132,1017,1017,0,304,21925,2132,1017,1017,0,304,23.23351648,6.402930403,0.749084249,989780.5174,150.6684982,7.32967033,1000036.165,0.98974433,0.000150795,7.50657E-06,1,0,1.36661E-05,1.94865E-06,151,67
D:1| P: 12.0,1,0.096153846,151,12,0,0,0,50,0,-316.00132,979659799,316,66,22,11,2.901098901,21377,2127,882,883,0,316,21377,2127,883,882,0,316,21.68681319,4.347985348,0.646520147,990037.9167,143.8122711,5.154761905,1000005.922,0.99003162,0.000143953,5.3211E-06,0.998867497,0,1.36345E-05,2.02563E-06,151,66
D:1| P: 12.0,1,0.096153846,151,12,0,0,0,50,0,-1544.00144,1138243570,1544,72,24,12,2.92032967,93170,9319,4314,4316,1,1543,93170,9319,4316,4314,1,1544,114.4340659,21.84249084,3.721611722,964745.3288,682.6895604,25.80311355,999604.3004,0.96510462,0.000682838,2.60291E-05,0.999536608,0.000647668,5.97702E-05,9.90306E-06,152,72
D:1| P: 12.0,1,0.096153846,151,12,0,0,0,50,0,-460.0013,82546954,460,65,21.66666667,11,2.901098901,22961,2382,1234,1235,0,460,22961,2382,1235,1234,0,460,29.01282051,7.366300366,0.942307692,988958.9844,162.7216117,8.483516484,999919.6648,0.989037828,0.000162895,8.67957E-06,0.999190283,0,1.52705E-05,2.94897E-06,151,65
D:1| P: 12.0,1,0.096153846,151,12,0,0,0,50,0,-1183.00144,2056763840,1183,72,24,12,2.901098901,71564,7033,3275,3317,41,1142,71564,7033,3317,3275,41,1183,83.43040293,19.06868132,2.968864469,968624.7912,445.1428571,22.27014652,999632.8425,0.968968587,0.000445352,2.24892E-05,0.987337956,0.03465765,4.51024E-05,7.58667E-06,151,72
D:1| P: 12.0,1,0.096153846,151,12,0,0,0,50,0,-479.00144,1164618691,479,72,24,12,2.958791209,25816,2595,1260,1260,0,479,25816,2595,1260,1260,0,479,24.71336996,6.695054945,0.963369963,987557.5311,171.1593407,7.847985348,999952.956,0.987603478,0.000171267,8.04525E-06,1,0,1.66354E-05,3.07068E-06,154,72
D:1| P: 12.0,1,0.096153846,151,12,0,0,0,50,0,-365.00144,840799107,365,72,24,11,2.93956044,22941,2373,1097,1097,0,365,22941,2373,1097,1097,0,365,26.93956044,6.298534799,0.807692308,989174.3745,167.0357143,7.306776557,999990.3462,0.989183468,0.000167139,7.50145E-06,1,0,1.52117E-05,2.33977E-06,153,72
D:1| P: 12.0,1,0.096153846,151,12,0,0,0,50,0,-389.00144,581180412,389,72,24,12,2.997252747,24863,2653,1105,1105,0,389,24863,2653,1105,1105,0,389,28.11630037,4.862637363,0.838827839,987639.4487,159.3470696,5.874542125,999978.7445,0.987660451,0.000159447,6.06601E-06,1,0,1.70068E-05,2.49365E-06,156,72
D:1| P: 12.0,1,0.096153846,151,12,0,0,0,50,0,-447.00132,635833343,447,66,22,11,2.978021978,25513,2397,1223,1223,0,447,25513,2397,1223,1223,0,447,23.76190476,7.065934066,0.929487179,988013.6648,178.7417582,8.194139194,999921.5018,0.988090337,0.00017889,8.38403E-06,1,0,1.53667E-05,2.86562E-06,155,66
D:1| P: 12.0,1,0.096153846,151,12,0,0,0,50,0,-1292.00144,1689713859,1292,72,24,12,2.93956044,87250,9250,3664,3716,48,1244,87250,9250,3716,3664,48,1292,97.73626374,21.46245421,3.354395604,957977.1465,552.3122711,25.05586081,999552.315,0.958393966,0.000552586,2.52782E-05,0.986006459,0.037151703,5.93223E-05,8.28611E-06,153,72
D:1| P: 12.0,1,0.096153846,151,12,0,0,0,50,0,-1348.00144,22550945,1348,72,24,12,2.958791209,106031,11570,4442,4567,121,1227,106031,11570,4567,4442,121,1348,128.3067766,29.12454212,4.5,956555.543,695.0082418,33.8543956,999655.1749,0.956863579,0.00069518,3.40737E-05,0.972629735,0.089762611,7.41989E-05,8.64517E-06,154,72
D:1| P: 12.0,1,0.096153846,151,12,0,0,0,50,0,-1649.00144,49616613,1649,72,24,12,2.978021978,102712,9273,4454,4613,157,1492,102712,9273,4613,4454,157,1649,104.7344322,28.66666667,4.630952381,963392.2738,778.7115385,33.51098901,999623.5101,0.963726956,0.000778973,3.37423E-05,0.965532192,0.095209218,5.94767E-05,1.05769E-05,155,72
D:1| P: 12.0,1,0.096153846,151,12,0,0,0,50,0,-446.00134,12601713,446,67,22.33333333,11,2.958791209,24347,2304,1277,1279,0,446,24347,2304,1279,1277,0,446,29.93131868,7.096153846,0.981684982,988786.0723,144.5,8.261904762,999963.7912,0.988821053,0.000144661,8.44132E-06,0.998436278,0,1.47698E-05,2.8591E-06,154,67
D:1| P: 12.0,1,0.096153846,151,12,0,0,0,50,0,-403.00136,1620400365,403,68,22.66666667,11,2.92032967,22916,2301,1068,1068,0,403,22916,2301,1068,1068,0,403,25.91575092,6.116300366,0.813186813,990034.8342,144.0457875,7.097069597,999972.7234,0.990060571,0.000144187,7.25913E-06,1,0,1.47504E-05,2.58342E-06,152,68
D:1| P: 12.0,1,0.096153846,151,12,0,0,0,50,0,-366.00144,1731911937,366,72,24,12,2.93956044,22148,2264,1074,1074,0,366,22148,2264,1074,1074,0,366,25.96520147,7.162087912,0.778388278,989348.8434,160.6575092,8.147435897,999997.9496,0.989350623,0.00016077,8.34037E-06,1,0,1.45128E-05,2.34617E-06,153,72
D:1| P: 12.0,1,0.096153846,151,12,0,0,0,50,0,-566.00144,1452845254,566,72,24,12,2.997252747,31148,3049,1581,1582,0,566,31148,3049,1582,1581,0,566,34.47802198,8.317765568,1.240842491,982747.7179,223.0787546,9.767399267,999845.3544,0.982900451,0.000223194,9.96299E-06,0.999367889,0,1.95476E-05,3.62873E-06,156,72
D:1| P: 12.0,1,0.096153846,151,12,0,0,0,50,0,-339.00122,16722892,339,61,20.33333333,11,2.93956044,21224,1999,989,994,0,339,21224,1999,994,989,0,339,20.86996337,4.594322344,0.737179487,990136.2564,142.0998168,5.504578755,999989.3095,0.990146204,0.000142456,5.68807E-06,0.994969819,0,1.28142E-05,2.1731E-06,153,61
D:1| P: 12.0,1,0.096153846,151,12,0,0,0,50,0,-290.00132,1632121461,290,66,22,11,2.92032967,20232,2244,900,900,0,290,20232,2244,900,900,0,290,25.3507326,5.594322344,0.656593407,989843.6813,134.235348,6.412087912,1000005.193,0.989838839,0.000134379,6.57269E-06,1,0,1.43845E-05,1.85897E-06,152,66
D:1| P: 12.0,1,0.096153846,151,12,0,0,0,50,0,-502.00144,385017288,502,72,24,12,2.997252747,31273,3145,1460,1460,0,502,31273,3145,1460,1460,0,502,37.09798535,8.071428571,1.139194139,985214.1896,231.0613553,9.416666667,999925.2216,0.985286694,0.000231203,9.60917E-06,1,0,2.01618E-05,3.21821E-06,156,72
D:1| P: 12.0,1,0.096153846,151,12,0,0,0,50,0,-466.00138,1744374780,466,69,23,11,2.997252747,29841,3099,1323,1323,0,466,29841,3099,1323,1323,0,466,34.3452381,7.275641026,1.042124542,985412.3205,136.0567766,8.487179487,999940.8526,0.985470143,0.000136174,8.6547E-06,1,0,1.98665E-05,2.98737E-06,156,69
D:1| P: 12.0,1,0.096153846,151,12,0,0,0,50,0,-3242.00144,683948839,3242,72,24,12,2.978021978,131856,13134,5831,6670,835,2407,131856,13134,6670,5831,835,3242,142.1565934,31.36538462,8.854395604,937842.3205,914.9487179,40.43315018,998670.6786,0.939030411,0.000915811,4.07072E-05,0.874212894,0.257557064,8.43135E-05,2.08128E-05,155,72
D:1| P: 12.0,1,0.096153846,151,12,0,0,0,50,0,-3202.00144,1062285326,3202,72,24,12,2.881868132,138924,14224,6065,7037,969,2233,138924,14224,7037,6065,969,3202,146.217033,34.73992674,9.315934066,936603.4212,702.5815018,44.25549451,998780.1603,0.937688036,0.000703174,4.452E-05,0.861872957,0.30262336,9.13056E-05,2.05553E-05,150,72
D:1| P: 12.0,1,0.096153846,151,12,0,0,0,50,0,-1061.00144,10600875,1061,72,24,12,2.978021978,73242,7086,3551,3552,0,1061,73242,7086,3552,3551,0,1061,82.43864469,19.74908425,3.025641026,968811.0769,516.7408425,23.00274725,999739.3791,0.969052336,0.000516715,2.3217E-05,0.999718468,0,4.54373E-05,6.80357E-06,155,72
D:1| P: 12.0,1,0.096153846,151,12,0,0,0,50,0,-612.00144,1959458789,612,72,24,11,2.93956044,30636,3007,1566,1566,0,612,30636,3007,1566,1566,0,612,29.58516484,10.05586081,1.232600733,984301.098,190.8415751,11.50274725,999870.5943,0.984428154,0.000190952,1.16895E-05,1,0,1.92781E-05,3.92361E-06,153,72
D:1| P: 12.0,1,0.096153846,151,12,0,0,0,50,0,-577.00144,1734222402,577,72,24,12,2.93956044,27464,2965,1413,1413,0,577,27464,2965,1413,1413,0,577,34.81043956,8.010989011,1.093406593,985911.5302,160.4267399,9.303113553,999868.6282,0.986040843,0.000160552,9.49159E-06,1,0,1.90088E-05,3.69923E-06,153,72
D:1| P: 12.0,1,0.096153846,151,12,0,0,0,50,0,-2675.00144,1069720180,2675,72,24,12,2.997252747,128656,13787,6076,6698,617,2058,128656,13787,6698,6076,617,2675,145.9441392,29.36080586,8.018315018,949725.7537,939.0888278,37.56410256,999127.9524,0.95050334,0.00093979,3.78306E-05,0.907136459,0.230654206,8.84809E-05,1.71677E-05,156,72
D:1| P: 12.0,1,0.096153846,151,12,0,0,0,50,0,-1056.00144,1344733502,1056,72,24,12,2.958791209,83754,8459,3827,3831,1,1055,83754,8459,3831,3827,1,1056,109.043956,21.34157509,3.29029304,965229.0082,569.1300366,24.86630037,999728.2885,0.965477276,0.000569217,2.50827E-05,0.998955886,0.00094697,5.42428E-05,6.77159E-06,154,72
D:1| P: 12.0,1,0.096153846,151,12,0,0,0,50,0,-413.0013,1897048322,413,65,21.66666667,11,2.958791209,24322,2414,1154,1155,0,413,24322,2414,1155,1154,0,413,27.80769231,7.166666667,0.874542125,988695.4103,157.2152015,8.227106227,999955.6172,0.988738474,0.000157397,8.39656E-06,0.999134199,0,1.54751E-05,2.64758E-06,154,65
D:1| P: 12.0,1,0.096153846,151,12,0,0,0,50,0,-537.00138,72967805,537,69,23,11,2.93956044,27880,2853,1390,1390,0,537,27880,2853,1390,1390,0,537,27.95604396,7.376373626,1.093406593,986340.8938,149.5595238,8.655677656,999874.1813,0.986464348,0.00014969,8.83005E-06,1,0,1.82908E-05,3.44276E-06,153,69
D:1| P: 12.0,1,0.096153846,151,12,0,0,0,50,0,-413.00138,492961685,413,69,23,11,2.958791209,27459,2865,1258,1258,0,413,27459,2865,1258,1258,0,413,33.74084249,7.663919414,0.975274725,986429.5147,154.0119048,8.835164835,999948.8984,0.986479796,0.000154139,9.0087E-06,1,0,1.83663E-05,2.64758E-06,154,69
D:1| P: 12.0,1,0.096153846,151,12,0,0,0,50,0,-330.00124,1637790510,330,62,20.66666667,11,2.958791209,21140,2101,990,991,0,330,21140,2101,991,990,0,330,22.54945055,6.388278388,0.751831502,989781.5375,133.959707,7.292124542,999999.6886,0.98978163,0.000134223,7.46295E-06,0.998990918,0,1.34679E-05,2.11539E-06,154,62
D:1| P: 12.0,1,0.096153846,151,12,0,0,0,50,0,-333.0012,2004392876,333,60,20,10,2.901098901,17295,1817,834,834,0,333,17295,1817,834,834,0,333,21.86721612,4.121794872,0.610805861,990917.0989,127.3873626,4.899267399,999979.0284,0.99093836,0.000127586,5.055E-06,1,0,1.16477E-05,2.13466E-06,151,60
D:1| P: 12.0,1,0.096153846,151,12,0,0,0,50,0,-2549.00144,191159604,2549,72,24,12,2.978021978,135797,13900,5128,5990,860,1689,135797,13900,5990,5128,860,2549,152.8095238,32.86263736,8.463369963,931410.2509,723.1932234,41.52197802,998892.8159,0.932396084,0.000723606,4.17645E-05,0.856093489,0.337387211,8.92005E-05,1.63588E-05,155,72
D:1| P: 12.0,1,0.096153846,151,12,0,0,0,50,0,-351.00122,2142966460,351,61,20.33333333,11,2.92032967,21666,2280,956,957,0,351,21666,2280,957,956,0,351,22.21520147,5.914835165,0.692307692,989774.0888,155.746337,6.793956044,999988.0586,0.989785364,0.000156077,6.98087E-06,0.998955068,0,1.46156E-05,2.25003E-06,152,61
D:1| P: 12.0,1,0.096153846,151,12,0,0,0,50,0,-4061.00144,1658116042,4061,72,24,12,2.93956044,185160,19077,6566,8286,1720,2341,185160,19077,8286,6566,1720,4061,223.0787546,31.68131868,12.35347985,903471.2912,1087.349817,44.25641026,998107.2189,0.905074528,0.001088583,4.45314E-05,0.792420951,0.423541,0.000122513,2.60822E-05,153,72
D:1| P: 12.0,1,0.096153846,151,12,0,0,0,50,0,-391.00136,1338347867,391,68,22.66666667,11,2.958791209,25055,2599,1065,1066,0,391,25055,2599,1066,1065,0,391,32.11630037,6.863553114,0.78021978,988103.4249,169.7921245,7.844322344,999974.3297,0.988128248,0.000169921,8.02948E-06,0.999061914,0,1.66607E-05,2.50649E-06,154,68
D:1| P: 12.0,1,0.096153846,151,12,0,0,0,50,0,-551.00144,722652688,551,72,24,12,2.901098901,33991,3599,1513,1513,0,551,33991,3599,1513,1513,0,551,35.58791209,8.016483516,1.198717949,983388.4194,187.7326007,9.413919414,999882.4212,0.983502795,0.000187852,9.58946E-06,1,0,2.30733E-05,3.53249E-06,151,72
D:1| P: 12.0,1,0.096153846,151,12,0,0,0,50,0,-761.00144,473677135,761,72,24,12,2.958791209,51752,5400,2337,2337,0,761,51752,5400,2337,2337,0,761,64.53296703,14.42124542,1.938644689,978050.1685,381.239011,16.58516484,999800.0027,0.97823967,0.000381262,1.67781E-05,1,0,3.46239E-05,4.87935E-06,154,72
D:1| P: 12.0,1,0.096153846,151,12,0,0,0,50,0,-2484.00144,56124132,2484,72,24,12,2.93956044,111507,10607,5232,5813,581,1903,111507,10607,5813,5232,581,2484,131.1245421,32.01831502,7.166666667,951804.8269,677.8342491,39.39010989,999140.087,0.952585217,0.000678256,3.96462E-05,0.900051608,0.23389694,6.80635E-05,1.59402E-05,153,72
D:1| P: 12.0,1,0.096153846,151,12,0,0,0,50,0,-305.0012,960914383,305,60,20,10,2.978021978,17984,1825,933,933,0,305,17984,1825,933,933,0,305,19.88003663,4.698717949,0.688644689,990981.5641,128.3708791,5.554029304,999997.1007,0.990984588,0.00012851,5.71181E-06,1,0,1.16987E-05,1.95513E-06,155,60
D:1| P: 12.0,1,0.096153846,151,12,0,0,0,50,0,-418.00134,267105303,418,67,22.33333333,11,2.843406593,21528,2312,1114,1114,0,418,21528,2312,1114,1114,0,418,24.25732601,5.66025641,0.842490842,989543.446,134.3782051,6.676739927,999962.4478,0.989580368,0.00013453,6.84931E-06,1,0,1.48211E-05,2.67961E-06,148,67
D:1| P: 12.0,1,0.096153846,151,12,0,0,0,50,0,-2646.00144,32660367,2646,72,24,12,2.92032967,131202,13298,5873,6218,339,2307,131202,13298,6218,5873,339,2646,144.6831502,28.84065934,6.687728938,949305.5174,889.992674,35.74084249,999180.9542,0.950033702,0.000890683,3.59901E-05,0.944515922,0.128117914,8.53379E-05,1.69812E-05,152,72
D:1| P: 12.0,1,0.096153846,151,12,0,0,0,50,0,-2444.00144,855076885,2444,72,24,12,2.92032967,141358,14839,5364,5929,565,1879,141358,14839,5929,5364,565,2444,149.4377289,31.59798535,7.508241758,934787.6355,838.3250916,39.30494505,999071.6786,0.935608899,0.000838669,3.95419E-05,0.904705684,0.231178396,9.52199E-05,1.56835E-05,152,72
